catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Central African Republic,Member of the National Assembly,Gabriel Dotte Badekara,Q112892256,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Gaston Laninga Bastos,Q112892257,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Gilbert Kolissio,Q112892258,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Guy Ningata,Q112892259,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Guy-Jean Ouilibona Zoufouk,Q112892260,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Hilaire Sebale,Q112892261,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Hubert Ndomphori Nakombo,Q112892262,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jacques Yembe,Q112892263,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Baketo,Q112892264,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Claude Aubertel,Q112892265,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Marc Meiganga,Q112892266,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Michel Zouhougou,Q112892267,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Pierre Félix Gassicard,Q112892268,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Jean Sayo,Q112892269,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Joachim Goyango,Q112892270,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Joseph Malemindou,Q112892271,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Joseph Maligwa,Q112892272,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Joseph Ngama,Q112892273,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Joseph Pingama,Q112892274,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Kilo Alphonse Sanghamy,Q112892275,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Louis Papeniah,Q112892276,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Louis Pierre Gamba,Q112892277,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Luc Guela,Q112892278,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Lucienne Patassé,Q112892279,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Marguerite Balenguele Zarambaud,Q112892280,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Marie Wafio,Q112892281,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Martin Doumsou,Q112892282,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Martin Yamete,Q112892283,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Maïtar Djim Arem,Q112892284,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Michel Neby Issa,Q112892285,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Mireille Kolingba,Q112892286,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Moise Mamadou Raïkina,Q112892287,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Nestor Maïdou,Q112892288,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Ngoagbada Kouzoutchiam,Q112892289,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Nouyongode Modiba Bene,Q112892290,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Ouba Tessoube,Q112892291,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Oumar Zackaria,Q112892292,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Patrice Endjimoungou,Q112892293,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Paulin Georges Dobot Zero,Q112892294,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Philippe Woungane,Q112892295,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Pierre Nganamandji,Q112892296,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Rigaud Nguialo,Q112892297,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Simon Bongolape,Q112892298,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Simon Moussapeti,Q112892299,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Thomas Koazo,Q112892300,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Théophile Ganro,Q112892301,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Théophile Touba,Q112892302,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Tymossi Kezza Koyangbo,Q112892303,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Yani Blaise Nabombo,Q112892304,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Younouss Sidik,Q112892305,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Zabio Maa Zabio,Q112892306,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Zacharia Alia,Q112892307,1999-10-01,2003-03-15,,,,,
Central African Republic,Member of the National Assembly,Charles-Armel Doubane,Q11855176,1999-10-01,2003-03-15,male,1966-11-12,,Charles-Armel Doubane.jpg,Charles-Armel Doubane
Central African Republic,Member of the National Assembly,Desire Kolingba,Q15713200,1999-10-01,2003-03-15,male,1956-08-19,2021-04-25,,Désiré Kolingba
Central African Republic,Member of the National Assembly,Joseph Kalite,Q15844911,1999-10-01,2003-03-15,male,,2014-01-24,Ministre Dr Joseph KALITE +á bord SNLE le Redoutable.jpg,Joseph Kalite
Central African Republic,Member of the National Assembly,Émile Gros Raymond Nakombo,Q24289831,1999-10-01,2003-03-15,male,1956-12-03,,,
Central African Republic,Member of the National Assembly,Abel Goumba,Q318433,1999-10-01,2003-03-15,male,1926-09-18,2009-05-11,AbelGoumba.png,Abel Goumba
Central African Republic,Member of the National Assembly,Marie-Joséphe Zani-fé Touam-Bona,Q3291959,1999-10-01,2003-03-15,female,1933-09-12,2001-12-07,,Marie-Josèphe Zani-Fé Touam-Bona
Central African Republic,Member of the National Assembly,Henri Pouzère,Q5715652,1999-10-01,2003-03-15,male,1938-12-27,2018-02-25,,Henri Pouzère
Central African Republic,Member of the National Assembly,Jean-Paul Ngoupandé,Q58276,1999-10-01,2003-03-15,male,1948-12-06,2014-05-04,,Jean-Paul Ngoupandé
Central African Republic,Member of the National Assembly,Jean-Marie Mokole,Q6169634,1999-10-01,2003-03-15,male,,,,Jean-Marie Mokole
Central African Republic,Member of the National Assembly,Marie Agba-Otikpo,Q6762735,1999-10-01,2003-03-15,female,1948-12-01,,,Marie Agba-Otikpo
Central African Republic,Member of the National Assembly,Timothée Malendoma,Q717935,1999-10-01,2003-03-15,male,1935,2010-12-12,,Timothée Malendoma
Central African Republic,Member of the National Assembly,Jean-Michel Mandaba,Q112065543,2005-03-13,2009-09-30,male,,,,
Central African Republic,Member of the National Assembly,René Constant Ngbondo,Q112115256,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Maurice Saragba,Q112116431,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,André Ndjogo,Q112890839,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Antoine Foy,Q112890841,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Barthélémy Boua,Q112890843,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Christophe Ndouba,Q112890847,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Joseph Boykota Zoukétia,Q112890878,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Justine Véronique Abatchou,Q112890885,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jérôme Lavou,Q112890886,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Luc-Apollinaire Dondon-Konambaye,Q112890889,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Mierille Kolingba,Q112890894,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pierre Sélessoui,Q112890913,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Rosalie Moussoukourou,Q112890919,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Thierry Yinifolo Vandenboss,Q112890923,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Yvon Dokoula,Q112890928,2005-03-13,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jean-Paul Ngoupandé,Q58276,2005-03-13,2009-09-30,male,1948-12-06,2014-05-04,,Jean-Paul Ngoupandé
Central African Republic,Member of the National Assembly,Charles Massi,Q1065479,2005-05-08,2009-09-30,male,1952-07-25,2010-01-08,,Charles Massi
Central African Republic,Member of the National Assembly,Laurent Gomina-Pampali,Q108292454,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Daniel Emery Dede,Q112062392,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Eric Sorongope,Q112062396,2005-05-08,2009-09-30,,1945,,,
Central African Republic,Member of the National Assembly,Idriss Salao,Q112062404,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Cyriaque Gonda,Q112074269,2005-05-08,2005-10,male,,,,
Central African Republic,Member of the National Assembly,Marguerite Pétro-Koni Zézé,Q112075030,2005-05-08,2009-09-30,female,,,,
Central African Republic,Member of the National Assembly,Thierry Kamach,Q112079976,2005-05-08,2009-09-30,male,,,,
Central African Republic,Member of the National Assembly,Marc Issa,Q112084610,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Davy Victorien Yama,Q112115232,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pierre Marie Aine Franck,Q112115234,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Yvonne Ndjapou,Q112116397,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Simon Pierre Goumba,Q112116403,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Gari Mamadou,Q112116412,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Ali Kassala,Q112116415,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jérôme Lasse,Q112116425,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Abdel Karim Meckassoua,Q112890822,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Abraham Ngoto Boloum,Q112890833,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Al-Hadji Hibrahim Alim,Q112890834,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Alexandre Fernand Nguendet,Q112890835,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Ali Ouesse,Q112890836,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Aliou Babetel,Q112890837,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,André Bayéré,Q112890838,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,André Zaïna,Q112890840,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Auguste Agoudé,Q112890842,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Biré Migué,Q112890844,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Boniface Sombo,Q112890845,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Béatrice Émilie Epayenée,Q112890846,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Cymossi Etienne Kezza Koyangbo,Q112890849,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Célestin Nguewili,Q112890851,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,David Dendou,Q112890853,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Diarra Alima,Q112890855,2005-05-08,2009-09-30,female,,,,
Central African Republic,Member of the National Assembly,Dogonendjé Nzafio,Q112890857,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Dominique Vidakoa,Q112890858,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Edisca André Kongbo,Q112890860,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Etienne Banga,Q112890864,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Fidèle Banalé,Q112890865,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Fred Jacob Dieudonné Karoua,Q112890866,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Frédéric Yvon Kangala,Q112890868,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Gilbert Dang Nam,Q112890869,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Honorat Willibona Kocksis,Q112890870,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Hélène Kaïne,Q112890871,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Ibrahim Aoudou Pacco,Q112890872,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Ibrahim Fidèle Gonda,Q112890873,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jacques Patrice Mbollo Dilaboy,Q112890874,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jean Benoît Gonda,Q112890875,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jean Marie Bouguinza,Q112890876,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Jean Marie Sakila,Q112890877,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Joseph Katékondji,Q112890879,2005-05-08,2006-08,,,,,
Central African Republic,Member of the National Assembly,Joseph Lougbia,Q112890880,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Joseph Nida,Q112890881,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Joséphine Kéléfio,Q112890882,2005-05-08,2005-12-31,,,,,
Central African Republic,Member of the National Assembly,Joël Zibaya,Q112890883,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Judes Alex Kette,Q112890884,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Lamine Ouabanga,Q112890887,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Louis Yadbadja,Q112890888,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Mahamat Abras,Q112890890,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Martin Dalou Wamboli,Q112890891,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Maurice Bangayassi,Q112890892,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Michel Ndémazou,Q112890893,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Monique Bozizé,Q112890896,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Moussa Grébaye,Q112890898,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Norbert Karakombo,Q112890899,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Odon Kondolas Kpékozoma,Q112890903,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Ousman Ngbala Soundou,Q112890905,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Paul Fidèle Georges Abouka,Q112890907,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pierre Abraham Mbokani,Q112890909,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pierre Mboua,Q112890911,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pierre Yokongo,Q112890914,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Pélados Gilbert Ngbafio,Q112890916,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Roger Fezokazoui,Q112890917,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Roger Gbéda,Q112890918,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Sallé Djibalbaye,Q112890920,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Samuel Shaba Kossi Nguérémbi,Q112890921,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Sylvestre Zama,Q112890922,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Thomas Nodié Yali,Q112890924,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Thomas Poundassé Bandéko,Q112890925,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Théophile Sonny Colé,Q112890926,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Toussaint Akondja,Q112890927,2005-05-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Émile Gros Raymond Nakombo,Q24289831,2005-05-08,2009-09-30,male,1956-12-03,,,
Central African Republic,Member of the National Assembly,Anne-Marie Goumba,Q4768083,2005-05-08,2009-09-30,female,1954-10-09,,,Anne-Marie Goumba
Central African Republic,Member of the National Assembly,Jean-Baptiste Nouganga,Q6168974,2005-05-08,2009-09-30,male,,,,Jean-Baptiste Nouganga
Central African Republic,Member of the National Assembly,Jean-Marie Mokole,Q6169634,2005-05-08,2009-09-30,male,,,,Jean-Marie Mokole
Central African Republic,Member of the National Assembly,Jean-Serge Bokassa,Q6170003,2005-05-08,2009-09-30,male,1972-02-25,,Jean-Serge Bokossa Bangui April 2016.jpg,Jean-Serge Bokassa
Central African Republic,Member of the National Assembly,Patrice-Edouard Ngaissona,Q65158837,2005-05-08,2009-09-30,male,1967-06-30,,,Patrice-Edouard Ngaïssona
Central African Republic,Member of the National Assembly,Marie Agba-Otikpo,Q6762735,2005-05-08,2009-09-30,female,1948-12-01,,,Marie Agba-Otikpo
Central African Republic,Member of the National Assembly,Moctar Samuel Mossambou,Q112890895,2005-06-19,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Noël Komokoïna,Q112890901,2005-11,2005-11-22,,,,,
Central African Republic,Member of the National Assembly,Joséphine Kéléfio,Q112890882,2005-12-31,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Abdoulaye Midjani,Q112890823,2006-08,2009-09-30,,,,,
Central African Republic,Member of the National Assembly,Anatole Koué,Q106103476,2011,2016,male,1961-09-28,2017-12-31,,
Central African Republic,Member of the National Assembly,Ambroise Zawa,Q105946533,2011-03,2013-03-26,male,,,,
Central African Republic,Member of the National Assembly,Daniel Emery Dede,Q112062392,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Timoleon Mbaikoua,Q112062442,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Jules Ouandé,Q112072410,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Maleyombo Thierry Savonarole,Q112074341,2011-03,2013-03-26,male,,,,
Central African Republic,Member of the National Assembly,Moïse Kotaye,Q112074684,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Jean-Louis Opalegna,Q112080008,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Marcel Djimassé,Q112083235,2011-03,2013-03-26,male,,,,
Central African Republic,Member of the National Assembly,Simon Dangavo,Q112084559,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Clément Ndombe,Q112084619,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Romain Penendji-Lami-Ya,Q112084625,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Aristide Goundissa,Q112084626,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,William Séraphin Wabem Mbeté,Q112084687,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Ernest Mizédio,Q112084717,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Joseph Désiré Gouveli,Q112115220,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Gina Michelle Sanze,Q112115222,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Serge Hyppolite Mayeur,Q112116384,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Francine Lakoue,Q112116385,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Rufin Brice Molomndon,Q112116386,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Abdoul Nimaga,Q112116387,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Hamza Ouakili,Q112116388,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Nendje Dogo,Q112116389,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Mallo Ning Wong,Q112116390,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Ouinia André,Q112116391,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Augustin Ndoukoulouba,Q112116392,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Gabriel Tcheteu,Q112116393,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Idriss Maloum,Q112116394,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Ambroise Azoukaterne,Q112116395,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Joseph Mouguia,Q112116396,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Yvonne Ndjapou,Q112116397,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Adam Oumar,Q112116398,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Alain Defarandji,Q112116399,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Jean Doumati,Q112116401,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Justine Abatchou,Q112116402,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Simon Pierre Goumba,Q112116403,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Raphaël Kangandi,Q112116404,2011-03,2013-03-26,,,,,
Central African Republic,Member of the National Assembly,Andjigbo Ndjanga,Q112116405,2011-03,2013-03-26,,,,,
