catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Mozambique,Member of the Assembly of the Republic,Afonso Januário Bombene,Q111841434,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Afonso Lopes Nipero,Q111841435,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Agostinho André Likangóne,Q111841436,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Agostinho Cosme Manje,Q111841437,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Agostinho Gomes Chipindula,Q111841438,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Agostinho José Lobato,Q111841439,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Agostinho Zacarias Vuma,Q111841440,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Aida Maria Soares,Q111841441,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ainca Micusserima Chande,Q111841442,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Aires Bonifácio Baptista Aly,Q111841443,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Aisácia João Chochoma,Q111841445,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Albano Bulaunde José,Q111841446,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Albertina Ilda Lino,Q111841447,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Albertina Jocia,Q111841448,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Albertina Julião Matavele,Q111841449,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Alberto Jacinto Nancuta Mtukutuku,Q111841450,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Alberto Jumulate,Q111841451,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Alcina António De Abreu,Q111841453,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Alfredo Jame,Q111841454,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Alfredo Tomás Magumisse,Q111841455,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Alice Caetano Tomás,Q111841456,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Almina Manuel Monteiro,Q111841457,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Alves Jordão Zita,Q111841458,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Amilcar José Hussein,Q111841459,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Américo José Ubisse,Q111841460,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Américo Paulo Noé Muchanga,Q111841461,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Ana Antónia Henrique Dimitri,Q111841462,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ana Paula Orta Cordeiro Manhique,Q111841463,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ana Paula Victorino J. P. Da Graça,Q111841464,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ana Rita Geremias Sithole,Q111841465,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,André Joaquim Magibire,Q111841466,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Antónia Rufino Cara-Alegre Tembe,Q111841467,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Antónia Simão Paulo Charre,Q111841468,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,António Augusto Eduardo Namburete,Q111841469,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,António José Amélia,Q111841470,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,António Pedro Muchanga,Q111841471,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,António Rosário Niquice,Q111841472,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,António Severino Timba,Q111841473,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,António Valério Kantile,Q111841474,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Armando Ramiro Artur,Q111841475,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Atanásio Gomes Kulyaukila,Q111841476,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Beatriz Mário Chaguala,Q111841477,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Bernardino Benjamim Carneiro Cortez,Q111841478,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Bonifácio João Nicassa,Q111841479,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Buanar Muhamede,Q111841480,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Caifadine Paulo Manasse,Q111841481,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carimo Freitas De Oliveira,Q111841482,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carlos Manuel,Q111841483,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carlos Manuel Simbi,Q111841484,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carlos Moreira Vasco,Q111841485,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carlos Samussone Maiela,Q111841486,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carlos Sebastião,Q111841487,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Carvalho Pensando António,Q111841488,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Catarina Olinda Salomão Figueira,Q111841489,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Celmira Irene Melo Xavier,Q111841490,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Cemilde Amélia Muchanga,Q111841491,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Chrispen Matches,Q111841492,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Costa Francisco Chale,Q111841493,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Damião José,Q111841494,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Daniel João Matavele,Q111841495,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Danilo Aly Teixeira,Q111841496,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,David Jonas Moiana,Q111841497,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Deolinda Catarina João Chochoma,Q111841498,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Dina Ali Américo,Q111841499,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Domingos Cintura,Q111841500,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Domingos Gabriel Tavira,Q111841501,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Domingos Migina Assulai,Q111841502,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Edmundo Galiza Dimande Matos,Q111841503,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Edson Da Graça Francisco Macuacua,Q111841504,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Eduardo João Ladria,Q111841505,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Eduardo Silva Nihia,Q111841506,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Elisa Amina Amisse Timóteo,Q111841507,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Elisa Maria Isabel Silvestre Cipriano,Q111841508,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Elisa Rajamo,Q111841509,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Emídio Benjamim Xavier,Q111841510,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Emília Alfredo Pereira,Q111841511,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Esmeralda Aurélio Mutemba,Q111841512,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ester Epifánio Plaze,Q111841513,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Eulália Lourenço Oliveira,Q111841514,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Eva José Mangaze,Q111841515,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Eva Teixeira Caetano Dias,Q111841516,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Evaristo Tatano Sixpence,Q111841517,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Ezequiel João Aramane,Q111841518,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Faruk Osman,Q111841519,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Felizarda Clara De Castro,Q111841520,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Fernando Amelane,Q111841521,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Fernando Bismarque Ali,Q111841522,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Fernando Jossias Matouassanga,Q111841523,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Fernando José Namacua,Q111841524,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Fernando Mendes João Lavieque,Q111841525,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Filipe Carlos Domingos,Q111841526,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Filipe Chimoio Paunde,Q111841527,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Filipe Jaime,Q111841528,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Filomena Nachaque,Q111841529,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Flora Bela Das Neves Caetano,Q111841530,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Francisca Sabão Domingos,Q111841531,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Francisco Filipe M. V. Mboya Campira,Q111841532,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Francisco Maingue,Q111841533,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Francisco Ussene Mucanheia,Q111841534,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Freitas Joaquim Emílio Tiquila,Q111841535,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Félix Assomate Quembo,Q111841536,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Gania Aly Abdula Mussagy,Q111841537,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Geraldo Alexandre Carvalho,Q111841538,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Gildo Fortunato Elias Muaga,Q111841539,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Glória Salvador,Q111841541,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Gonçalves Maceda,Q111841542,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Helena Da Glória Muando,Q111841543,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Helena Jacinto Música,Q111841544,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Hermenegildo Mateus Infante,Q111841545,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Hermenegildo Santana Chimarizene,Q111841546,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Hilário Uaite,Q111841547,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Hélder Ernesto Injojo,Q111841548,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Irene Joaquim,Q111841549,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Isac Lucas Mandava,Q111841550,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Isaura António Júlio,Q111841551,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Isaura Da Uaitura Albino,Q111841552,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Isequiel Molde Gusse,Q111841553,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Isidora Da Esperança Faztudo,Q111841554,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ivan Amaral Chinganhane Mazanga,Q111841555,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Jacinto Gabriel Lourenço Inácio Capito,Q111841556,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Jaime Bessa Augusto Neto,Q111841557,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Janete Nelsone Tenene,Q111841558,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Jemusse Amido Lada,Q111841559,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Jerónima Agostinho,Q111841560,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Jerónimo Malagueta Nalia,Q111841561,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Joana Anacleto Vasco,Q111841562,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Joana Muchanga Mondlana,Q111841563,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Joana Simão,Q111841564,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Joaquim Greva,Q111841565,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Bento Coffe Mutsanhe,Q111841566,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Candugua António Pacheco,Q111841567,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Carlos Cruz,Q111841568,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Henrique Lopes,Q111841569,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Horácio Lourenço Lobo,Q111841571,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Manuel De Sousa,Q111841572,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Manuel Samo Gudo,Q111841573,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Mateus Muária Katupha,Q111841574,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Nicolau,Q111841588,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,José Tsingano Camanula,Q111841589,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Jovial Setina Mutombene M. Da Cruz,Q111841590,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,João Paulo Pereira De Albuquerque,Q111841591,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Juliana Vitória Picardo,Q111841592,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Julieta António,Q111841593,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Justina Sambil,Q111841594,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Justino Paulo Langa,Q111841595,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Lassimo Ossifo,Q111841597,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Latifo Ismael Xarifo,Q111841598,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Laura Fernanda Souto,Q111841600,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Laura Maria De Jesus Amadeu,Q111841601,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Laurinda Silva Pedro António Cheia,Q111841602,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Leopoldo Alfredo Ernesto,Q111841603,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Lina Francisco Fafetine Ofiço,Q111841604,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Lourenço César Sufria,Q111841606,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Lucinda Bela Das Dores Impitule Malema,Q111841607,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Lucília José Manuel Nota Hama,Q111841608,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Lutero Chimbirombiro Simango,Q111841609,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Lutsé Esperança Mirione Rumeia,Q111841610,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Lúcia Pedro Mafuaine,Q111841611,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Lúcia Xavier Afate,Q111841612,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Manuel Vasconcelos E. Manuel Maria,Q111841613,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Manuel Zeca Bissopo,Q111841614,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Margarida Manuel Salimo,Q111841615,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Margarida Sebastião Mapandzene Chongo,Q111841616,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Margarido Salvador Abrantes,Q111841617,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Maria Anastácia Da Costa Xavier,Q111841618,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Maria Bachir,Q111841619,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Maria Helena,Q111841620,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Maria Inês Martins,Q111841621,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Maria Marta Mateus Fernando,Q111841622,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Mariana Caisse,Q111841623,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Marquita Alexandre Loforte Jaime,Q111841624,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Martinha Januário Benfica,Q111841625,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Matias José Matias Nhongue,Q111841627,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Miguel Anlawe Musssa,Q111841628,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Miguel Celestino Mpamba,Q111841629,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Mohamad Da Costa Ali Yassine,Q111841630,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Muhamad Bacir Abdul Remane,Q111841631,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Muhamedrachid Sulemane,Q111841632,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Mustagibo Atimo Bachir,Q111841633,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Mário Ali,Q111841634,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Mário Franque,Q111841635,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Nilza Henguissere Narciso,Q111841636,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Odete Isaias Motiça,Q111841637,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ofélia Timóteo Mutombene,Q111841638,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Olinda Francisco Langa Mith,Q111841639,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Olinda Navais,Q111841640,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Patrício M´Pagai,Q111841641,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Paulo Vahanle,Q111841643,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Pedro Frederico Cossa,Q111841644,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Pedro Tesoura Chichova,Q111841645,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Rachade Carvalho,Q111841646,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Rafael António De Sousa Gusmão,Q111841647,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Rafael Lourenço Chande,Q111841649,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Raimundo Pitágoras Lauma,Q111841650,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Ramulata Mahumudo Irache,Q111841651,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Regina Macuacua Muchanga,Q111841652,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ricardina Suia Albano Mazive,Q111841653,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Ricardo Frederico Francisco Tomás,Q111841654,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Rui Sixpence Gonzane,Q111841655,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Saimone Muhambi Macuaina,Q111841656,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Sande Casitigo Carmona,Q111841657,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Sandura Vasco Ambrósio,Q111841658,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Sara Mamudo Abdula Vassanegy,Q111841659,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Sebastião Da Costa Sebastião,Q111841660,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Severiano Romão Khoy,Q111841661,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Severina Tiago Banze,Q111841662,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Silvério Eugénio Samuel,Q111841663,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Simão Bute,Q111841664,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Simões Paulo Mário,Q111841665,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Sofrimento Funai Matequenha,Q111841666,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Sérgio José Camunga Pantie,Q111841667,2015-01-12,2020-01-13,male,,,,
Mozambique,Member of the Assembly of the Republic,Sónia Maria Vasco Mepameia,Q111841668,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Telmina Manuel Paixão Pinho Pereira,Q111841670,2015-01-12,2020-01-13,female,,,,
Mozambique,Member of the Assembly of the Republic,Valdemiro De G. Pascoal Nhancengo,Q111841671,2015-01-12,2020-01-13,male,,,,
