catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Iran,Member of the Islamic Consultative Assembly,Zohreh Elahian,Q16048408,2008,2012,female,1968,,Zohreh Elahian at JAMNA convention.jpg,Zohreh Elahian
Iran,Member of the Islamic Consultative Assembly,Ali Aghazadeh Dafsari,Q4724563,2008,2012,male,1955,,,Ali Aghazadeh Dafsari
Iran,Member of the Islamic Consultative Assembly,Amir-Hossein Ghazizadeh Hashemi,Q16045275,2008-05-27,2021-09-12,male,1971-04-14,,Amir-Hossein Ghazizadeh Hashemi.jpg,Amir-Hossein Ghazizadeh Hashemi
Iran,Member of the Islamic Consultative Assembly,Ali Larijani,Q336363,2008-05-28,,male,1958-06-03,,"Sixth International Conference in Support of the Palestinian Intifada, Tehran (15) (crop of Ali Larijani).jpg",Ali Larijani
Iran,Member of the Islamic Consultative Assembly,Fatemeh Rahbar,Q5946269,2009-05-28,2013-05-28,female,1964,2020-03-07,Fatemeh Rahbar.jpg,Fatemeh Rahbar
Iran,Member of the Islamic Consultative Assembly,Ruhollah Hosseinian,Q7378678,2009-05-28,2017-05-28,male,1955-10-28,2020-08-25,Ruhollah Hosseinian.jpg,Ruhollah Hosseinian
Iran,Member of the Islamic Consultative Assembly,Rohullah Abbaspoor,Q16053491,2012,2016,male,1960,,,
Iran,Member of the Islamic Consultative Assembly,Heydar Ali Abedi,Q25424933,2012,2020,male,1955,,حیدرعلی عابدی.jpg,
Iran,Member of the Islamic Consultative Assembly,Mohammad damadi,Q16074492,2012-05-04,2016-05-24,male,1979-06-25,,محمد دامادی.jpg,Mohammad Damadi
Iran,Member of the Islamic Consultative Assembly,Hossein Ali Shahriari,Q5951033,2012-05-04,2016-05-24,male,1951,,,Hossein Ali Shahriari
Iran,Member of the Islamic Consultative Assembly,Masoud Mir Kazemi,Q6783882,2012-05-27,2016-05-27,male,1960,,Masoud Mir Kazemi.jpg,Masoud Mir Kazemi
Iran,Member of the Islamic Consultative Assembly,Fatemeh Rahbar,Q5946269,2013-05-28,2017-05-28,female,1964,2020-03-07,Fatemeh Rahbar.jpg,Fatemeh Rahbar
Iran,Member of the Islamic Consultative Assembly,Abolfazl Abutorabi,Q16046552,2016,2020,male,1976-03-23,,,
Iran,Member of the Islamic Consultative Assembly,Hassan Hosseini Shahroudi,Q25425418,2016,2020,male,,,,
Iran,Member of the Islamic Consultative Assembly,Masoumeh Aghapour Alishahi,Q25425597,2016,2020,female,1969-03-30,,,Aghapour Alishahi
Iran,Member of the Islamic Consultative Assembly,Nour Mohammad Torbatinejad,Q25425641,2016,2020,male,,,,
Iran,Member of the Islamic Consultative Assembly,Mohammad Reza Mansouri,Q28712587,2016,2020,male,1966,,,
Iran,Member of the Islamic Consultative Assembly,Hamid-Reza Haji Babaee,Q5644561,2016,,male,1959-05-14,,Hamid Reza Haji Babaee.jpg,Hamid-Reza Haji Babaee
Iran,Member of the Islamic Consultative Assembly,Mohammad damadi,Q16074492,2016-05-28,2020-05-26,male,1979-06-25,,محمد دامادی.jpg,Mohammad Damadi
Iran,Member of the Islamic Consultative Assembly,Hossein Ali Shahriari,Q5951033,2016-05-28,2020-05-26,male,1951,,,Hossein Ali Shahriari
Iran,Member of the Islamic Consultative Assembly,jalal rashid kochi,Q86451635,2017,,male,1984,,جلال رشیدی کوچی.jpg,
Iran,Member of the Islamic Consultative Assembly,Zohreh Elahian,Q16048408,2020,,female,1968,,Zohreh Elahian at JAMNA convention.jpg,Zohreh Elahian
Iran,Member of the Islamic Consultative Assembly,Mohammad Ali Ramazani Dastak,Q86709709,2020-02-21,2020-02-29,male,1963-04-24,2020-02-29,,Mohammad Ali Ramazani Dastak
Iran,Member of the Islamic Consultative Assembly,Mohammad Mehdi Zahedi,Q10290285,2020-05-27,,male,1953,,Mohammad Mehdi Zahedi.jpg,Mohammad Mehdi Zahedi
Iran,Member of the Islamic Consultative Assembly,Hossein Rajaei Rizi,Q104530166,2020-05-27,,male,,,حسین رجایی ریزی.jpg,Hossein Rajaei Rizi
Iran,Member of the Islamic Consultative Assembly,Mojtaba Bakhshipour,Q104530267,2020-05-27,,male,,,مجتبی بخشی‌پور.jpg,Mojtaba Bakhshipour
Iran,Member of the Islamic Consultative Assembly,gholamreza shariati andarati,Q104889199,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Alireza Abbasi,Q105124375,2020-05-27,,male,1947,,علیرضا عباسی.jpg,Alireza Abbasi
Iran,Member of the Islamic Consultative Assembly,Mehdi Bagheri,Q107101911,2020-05-27,,,,,مهدی بافری.jpg,
Iran,Member of the Islamic Consultative Assembly,Hossein Hatami,Q107506657,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Ebrahim Rezaei,Q107572600,2020-05-27,,male,,,ابراهیم رضایی نماینده دشتستان.png,
Iran,Member of the Islamic Consultative Assembly,Morteza Aghatehrani,Q10858287,2020-05-27,,male,1957,,Morteza Agha-Tehrani.jpg,Morteza Aghatehrani
Iran,Member of the Islamic Consultative Assembly,عبدالجلال ایری,Q109549842,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,بهزاد علیزاده,Q109550044,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Fereydoon Abbasi,Q1342153,2020-05-27,,male,1958-07-11,,Fereydoon Abbasi 2015.jpg,Fereydoon Abbasi
Iran,Member of the Islamic Consultative Assembly,Allahverdi Dehghani,Q16044796,2020-05-27,,male,1968,,,Allahverdi Dehghani
Iran,Member of the Islamic Consultative Assembly,سید حاجی محمد موحد,Q16045325,2020-05-27,,male,1952,,,
Iran,Member of the Islamic Consultative Assembly,انور حبیب‌زاده بوکانی,Q16045693,2020-05-27,,male,1957,,,
Iran,Member of the Islamic Consultative Assembly,Rajab Rahmani,Q16045746,2020-05-27,,male,1952,,,
Iran,Member of the Islamic Consultative Assembly,سید کاظم دلخوش اباتری,Q16045770,2020-05-27,,male,1961,,سید کاظم دلخوش اباتری.JPG,
Iran,Member of the Islamic Consultative Assembly,Mohammad Kazem Mousavi,Q16045787,2020-05-27,,male,1968,,,
Iran,Member of the Islamic Consultative Assembly,رحمت‌الله نوروزی,Q16045837,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,رحیم زارع,Q16045860,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,سیدموسی موسوی,Q16046015,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Abolfazl Abutorabi,Q16046552,2020-05-27,,male,1976-03-23,,,
Iran,Member of the Islamic Consultative Assembly,Vahid Jalalzadeh,Q16046756,2020-05-27,,male,1968,,Vahid jalalzade.jpg,Vahid Jalalzadeh
Iran,Member of the Islamic Consultative Assembly,Robert Beglarian,Q16047026,2020-05-27,,male,1961-12-19,,"Sepuh Sargsyan, archbishop of the Armenian Diocese of Tehran visit AliAkbar Salehi head of Atomic Energy Organization of Iran at Tehran Prelacy 11.jpg",Robert Beglarian
Iran,Member of the Islamic Consultative Assembly,احمد آوایی,Q16047071,2020-05-27,,male,1951,,Seyed ahmad avaei 1.jpg,
Iran,Member of the Islamic Consultative Assembly,Ahmad Amirabadi,Q16047110,2020-05-27,,male,1973,,Ahmad Amirabadi.jpg,Ahmad Amirabadi
Iran,Member of the Islamic Consultative Assembly,Ahmad Jabbari,Q16047148,2020-05-27,,male,1967,,,
Iran,Member of the Islamic Consultative Assembly,احمد رسولی‌نژاد,Q16047184,2020-05-27,,male,1963,,,
Iran,Member of the Islamic Consultative Assembly,ولی اسماعیلی,Q16047240,2020-05-27,,male,1971,,,
Iran,Member of the Islamic Consultative Assembly,مصطفی رضاحسینی قطب‌آبادی,Q16047315,2020-05-27,,male,1970,,,
Iran,Member of the Islamic Consultative Assembly,Shabib Jovijari,Q16047595,2020-05-27,,male,1967,,,Shabib Jovijari
Iran,Member of the Islamic Consultative Assembly,شهباز حسن‌پور بیگلری,Q16048267,2020-05-27,,male,1961,,,
Iran,Member of the Islamic Consultative Assembly,جبار کوچکی‌نژاد ارم ساداتی,Q16048365,2020-05-27,,male,1957,,,
Iran,Member of the Islamic Consultative Assembly,منصور آرامی,Q16048379,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,جعفر قادری,Q16048714,2020-05-27,,male,1964,,جعفر قادری.jpg,
Iran,Member of the Islamic Consultative Assembly,جلال محمودزاده,Q16048820,2020-05-27,,male,1966,,,
Iran,Member of the Islamic Consultative Assembly,Alireza Mondi Sefidan,Q16048831,2020-05-27,,male,1969,,Alireza Monadi.jpg,Alireza Monadi
Iran,Member of the Islamic Consultative Assembly,Esmaeil Kousari,Q16048999,2020-05-27,,male,1955-03-03,,Esmaeil Kosari.jpg,Esmaeil Kousari
Iran,Member of the Islamic Consultative Assembly,Ali Asgar Annabestani,Q16049017,2020-05-27,,male,1971,,AliAsghar Annabestani 2016.jpg,Ali Asgar Annabestani
Iran,Member of the Islamic Consultative Assembly,Mehdi Isazadeh,Q16049114,2020-05-27,,male,1962,,مهدی عیسی‌زاده.jpg,Mehdi Isazadeh
Iran,Member of the Islamic Consultative Assembly,عیسی جعفری,Q16049488,2020-05-27,,male,1961,,,
Iran,Member of the Islamic Consultative Assembly,Habib Aghajari,Q16049928,2020-05-27,,male,1953,,IMG-20200130-WA0144.jpg,Habib Aghajari
Iran,Member of the Islamic Consultative Assembly,Mousa Ahmadi,Q16050184,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Mousa Ghazanfar Abadi,Q16050247,2020-05-27,,male,1966,,,
Iran,Member of the Islamic Consultative Assembly,حسن رزمیان مقدم,Q16050440,2020-05-27,,male,1958,,,
Iran,Member of the Islamic Consultative Assembly,Hassan Norouzi,Q16050695,2020-05-27,,male,1960,,حسن نوروزی.jpg,
Iran,Member of the Islamic Consultative Assembly,حسین نوش‌آبادی,Q16051226,2020-05-27,,male,1963,,Dr Noosh Abadi.jpeg,
Iran,Member of the Islamic Consultative Assembly,Majid Naseri Nejad,Q16051290,2020-05-27,,male,1967,,,Majid Naseri Nejad
Iran,Member of the Islamic Consultative Assembly,Hossein-Ali Haji-Deligani,Q16051324,2020-05-27,,male,1962,,حسینعلی حاجی‌دلیگانی1.jpg,Hossein-Ali Haji-Deligani
Iran,Member of the Islamic Consultative Assembly,Fereidon Hasanvand,Q16051327,2020-05-27,,male,1965,,فریدون حسنوند.jpg,Fereidon Hasanvand
Iran,Member of the Islamic Consultative Assembly,عزت‌الله اکبری تالارپشتی,Q16051546,2020-05-27,,male,1953,,,
Iran,Member of the Islamic Consultative Assembly,محمد آشوری تازیانی,Q16051705,2020-05-27,,male,1962,,,
Iran,Member of the Islamic Consultative Assembly,Mohammad Bagheri,Q16051790,2020-05-27,,male,1971,,,Mohammad Bagheri (politician)
Iran,Member of the Islamic Consultative Assembly,Mohammad Hossein Hosseinzadeh Bahrini,Q16052838,2020-05-27,,male,,,محمد حسین حسین زاده بحرینی.jpg,
Iran,Member of the Islamic Consultative Assembly,Mohammad Reza Rezaei Kouchi,Q16053021,2020-05-27,,male,1971,,محمدرضا رضایی کوچی1.jpg,Mohammad Reza Rezaei Kouchi
Iran,Member of the Islamic Consultative Assembly,Javad Karimi-Ghodousi,Q16053027,2020-05-27,,male,1965,,Javad Karimi Ghodousi.jpg,Javad Karimi-Ghodousi
Iran,Member of the Islamic Consultative Assembly,Mohammad Reza Pour Ebrahimi,Q16053175,2020-05-27,,male,1970,,محمدرضا پورابراهیمی2.jpg,Mohammad Reza Pour Ebrahimi
Iran,Member of the Islamic Consultative Assembly,عبدالکریم جمیری,Q16053397,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Gholamreza Nouri Ghezeljeh,Q16053472,2020-05-27,,male,1970,,,Gholamreza Nouri Ghezeljeh
Iran,Member of the Islamic Consultative Assembly,Rohullah Abbaspoor,Q16053491,2020-05-27,,male,1960,,,
Iran,Member of the Islamic Consultative Assembly,علی کریمی فیروزجایی,Q16053526,2020-05-27,,male,1972,,,
Iran,Member of the Islamic Consultative Assembly,محمود احمدی بیغش,Q16053789,2020-05-27,,male,1962,,,
Iran,Member of the Islamic Consultative Assembly,Mahmoud Abbaszadeh Meshkini,Q16053875,2020-05-27,,male,,,,Mahmoud Abbaszadeh Meshkini
Iran,Member of the Islamic Consultative Assembly,Mohammad hassan asafari,Q16074516,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,کمال علی‌پور خنکداری,Q16074922,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Mohammad Alipour Rahmati,Q17465579,2020-05-27,,male,1962,,,Mohammad Alipour Rahmati
Iran,Member of the Islamic Consultative Assembly,Shamseddin Hosseini,Q180840,2020-05-27,,male,1967,,Shamseddin Hosseini.jpg,Shamseddin Hosseini
Iran,Member of the Islamic Consultative Assembly,Mojtaba Zonnour,Q23024142,2020-05-27,,male,1963,,Mojtaba Zonnour.jpg,Mojtaba Zonnour
Iran,Member of the Islamic Consultative Assembly,Sodeif Badri,Q23038966,2020-05-27,,male,1972,,صدیف بدری 1.jpg,Sodeif Badri
Iran,Member of the Islamic Consultative Assembly,علی اکبر کریمی,Q23893951,2020-05-27,,male,,,دکترعلی اکبر کریمی.jpg,
Iran,Member of the Islamic Consultative Assembly,احمد مرادی,Q23893952,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Abbas Goodarzi,Q24175806,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,احد آزادیخواه,Q24175807,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,سید جواد حسینی کیا,Q24175810,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,اصغر سلیمی,Q24175839,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Rohollah Hazratpour,Q24283713,2020-05-27,,male,1984,,,Ruhollah Hazratpour
Iran,Member of the Islamic Consultative Assembly,Qasem Saedi,Q25425165,2020-05-27,,male,,,قاسم ساعدی1.jpg,Qasem Saedi
Iran,Member of the Islamic Consultative Assembly,Jalil Mokhtar,Q25425171,2020-05-27,,male,,,جلیل مختار.jpg,Jalil Mokhtar
Iran,Member of the Islamic Consultative Assembly,Jalil Rahimi Jahanabadi,Q25425181,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Hajar Chenarani,Q25425205,2020-05-27,,female,1978,,Hajar Chenarani 1395-04-23.jpg,Hajar Chenarani
Iran,Member of the Islamic Consultative Assembly,Syed Hamid Reza Kazemi,Q25425304,2020-05-27,,male,,,سید حمیدرضا کاظمی1.jpg,
Iran,Member of the Islamic Consultative Assembly,محمد خدابخشی,Q25425311,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,مهدی فرشادان,Q25425351,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,سید حمزه امینی,Q25425358,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Sohrab Gilani,Q25425368,2020-05-27,,male,,,,Sohrab Gilani
Iran,Member of the Islamic Consultative Assembly,سید صادق طباطبایی نژاد,Q25425391,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Seyed Javad Sadatinejad,Q25425402,2020-05-27,,male,1972,,,Javad Sadatinejad
Iran,Member of the Islamic Consultative Assembly,Ehsan Ghazizadeh Hashemi,Q25425416,2020-05-27,,male,1976,,Ehsan Ghazizadeh Hashemi.jpg,Ehsan Ghazizadeh Hashemi
Iran,Member of the Islamic Consultative Assembly,مرتضی خاتمی,Q25425417,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,محمدرضا صباغیان بافقی,Q25425593,2020-05-27,,,,,تصویری از محمدرضا صباغیان.jpg,
Iran,Member of the Islamic Consultative Assembly,Somayeh Mahmoudi,Q25425598,2020-05-27,,female,1984-03-21,,Somayeh Mahmoudi 2016.jpg,Somayeh Mahmoudi
Iran,Member of the Islamic Consultative Assembly,حسن لطفی,Q25425620,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,یوسف داوودی,Q25425687,2020-05-27,,male,,,یوسف داوودی 1.jpg,
Iran,Member of the Islamic Consultative Assembly,غلامعلی کوهساری,Q26849025,2020-05-27,,male,1971,,,
Iran,Member of the Islamic Consultative Assembly,سید ناصر حسینی‌پور,Q28713067,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,محمدرضا دشتی اردکانی,Q28713701,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Mahmoud Nabavian,Q29018332,2020-05-27,,male,1965,,Mahmoud nabavian.jpg,Mahmoud Nabavian
Iran,Member of the Islamic Consultative Assembly,Abdolhossein Rouhalamini,Q42532452,2020-05-27,,male,,,Abdolhussein Ruholamini (02).jpg,Abdolhossein Rouhalamini
Iran,Member of the Islamic Consultative Assembly,Reza Taghipour,Q4392343,2020-05-27,,male,1957,,Reza Taghipour.jpg,Reza Taghipour
Iran,Member of the Islamic Consultative Assembly,Abdolreza Mesri,Q4665108,2020-05-27,,male,1956,,Abdolreza Mesri.jpg,Abdolreza Mesri
Iran,Member of the Islamic Consultative Assembly,Ali Aghazadeh Dafsari,Q4724563,2020-05-27,,male,1955,,,Ali Aghazadeh Dafsari
Iran,Member of the Islamic Consultative Assembly,Ali Nikzad,Q4725098,2020-05-27,,male,1954-09-22,,Ali Nikzad.jpg,Ali Nikzad
Iran,Member of the Islamic Consultative Assembly,Alireza Salimi,Q52295880,2020-05-27,,male,1964,,علیرضا سلیمی نماینده محلات.jpg,Alireza Salimi (politician)
Iran,Member of the Islamic Consultative Assembly,Ebrahim Azizi,Q5331967,2020-05-27,,male,1963,,ابراهیم عزیزی3.jpg,Ebrahim Azizi
Iran,Member of the Islamic Consultative Assembly,Effat Shariati,Q5347214,2020-05-27,,female,1952-11-12,,Effat Shariati Majlis.JPG,Effat Shariati
Iran,Member of the Islamic Consultative Assembly,Mohammad Bagher Ghalibaf,Q542074,2020-05-27,,male,1961-09-23,,Mohammadbagher ghalibaf in 2021 (cropped).jpg,Mohammad Bagher Ghalibaf
Iran,Member of the Islamic Consultative Assembly,Bijan Nobaveh-Vatan,Q5701584,2020-05-27,,male,1959,,Bijan Nobaveh-Vatan.jpg,Bijan Nobaveh-Vatan
Iran,Member of the Islamic Consultative Assembly,علی زنجانی حسنلوئی,Q5703328,2020-05-27,,male,1965-06-25,,,
Iran,Member of the Islamic Consultative Assembly,سید سلمان ذاکر,Q5720215,2020-05-27,,male,,,,
Iran,Member of the Islamic Consultative Assembly,Elias Naderan,Q5821032,2020-05-27,,male,1958,,Elias Naderan.jpg,Elias Naderan
Iran,Member of the Islamic Consultative Assembly,فداحسین مالکی,Q5872707,2020-05-27,,male,1955-10-22,,,
Iran,Member of the Islamic Consultative Assembly,Ahmad Donyamali,Q5889605,2020-05-27,,male,1960,,احمد دنيامالي Ahmad Donyamali.jpg,Ahmad Donyamali
Iran,Member of the Islamic Consultative Assembly,Mohammad Reza Mirtajodini,Q5920325,2020-05-27,,male,1960-12-30,,Mohammad Reza Mirtajodini.jpg,Mohammad Reza Mirtajodini
Iran,Member of the Islamic Consultative Assembly,Reza Taghavi,Q5924956,2020-05-27,,male,,,Reza Taqavi 1.jpg,
Iran,Member of the Islamic Consultative Assembly,Masoud Pezeshkian,Q5933752,2020-05-27,,male,1954-09-29,,Masoud Pezeshkian 2.jpg,Masoud Pezeshkian
Iran,Member of the Islamic Consultative Assembly,Mohammad Mehdi Mofatteh,Q5940798,2020-05-27,,male,1956-12-29,,محمدمهدی مفتح5.jpg,Mohammad Mehdi Mofatteh
Iran,Member of the Islamic Consultative Assembly,Nasrollah Pejmanfar,Q5945593,2020-05-27,,male,1964,,Nasrollah Pejmanfar 1397023112085781614196374.jpg,Nasrollah Pejmanfar
Iran,Member of the Islamic Consultative Assembly,Mohammad Hosein Farhanghi,Q5948321,2020-05-27,,male,1961,,Mohammad Hossein Farhangi.jpg,Mohammad Hossein Farhanghi
Iran,Member of the Islamic Consultative Assembly,Alireza Zakani,Q5950108,2020-05-27,2021-08-14,male,1965-07-18,,علیرضا زاکانی.jpg,Alireza Zakani
Iran,Member of the Islamic Consultative Assembly,Hossein Ali Shahriari,Q5951033,2020-05-27,,male,1951,,,Hossein Ali Shahriari
Iran,Member of the Islamic Consultative Assembly,Habibollah Dahmardeh,Q5953875,2020-05-27,,male,1952,,دکتر دهمرده.jpg,Habibollah Dahmardeh
Iran,Member of the Islamic Consultative Assembly,Ahmad Alirezabeighi,Q5954492,2020-05-27,,male,1957,,Ahmad Alirezabeighi.jpg,Ahmad Alirezabeigi
Iran,Member of the Islamic Consultative Assembly,Seyed Naser Mousavi Largani,Q5955497,2020-05-27,,male,,,"Seyed Naser Mousavi Largani, 2016 (3).jpg",Seyed Naser Mousavi Largani
Iran,Member of the Islamic Consultative Assembly,Mostafa Mir-Salim,Q5956077,2020-05-27,,male,1947-06-09,,Mostafa Mir-Salim.jpg,Mostafa Mir-Salim
Iran,Member of the Islamic Consultative Assembly,Farhad Bashiry,Q5956334,2020-05-27,,male,1963,,,
Iran,Member of the Islamic Consultative Assembly,محمدصالح جوکار,Q5956563,2020-05-27,,male,,,Jokaryazd.jpg,
Iran,Member of the Islamic Consultative Assembly,Esfandiar Ekhtiyari,Q6362752,2020-05-27,,male,1966,,,Esfandiar Ekhtiyari
Iran,Member of the Islamic Consultative Assembly,آرا شاوردیان,Q85966740,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,احمد راستینه هفشجانی,Q85966943,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Behrouz Mohebbi Najmabadi,Q85968126,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,رضا حاجی‌پور,Q85971172,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,Zohreh Lajevardi,Q85971496,2020-05-27,,female,,,Lajevardi zohreh.jpg,Zohreh Lajevardi
Iran,Member of the Islamic Consultative Assembly,Masoud Khatami,Q85972102,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,علیرضا شهبازی,Q85973062,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,علیرضا ورناصری,Q85973082,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,علیرضا پاک فطرت,Q85973084,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,محمدعلی محسنی بندپی,Q85974602,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,فاطمه محمدبیگی,Q86451607,2020-05-27,,,,,,
Iran,Member of the Islamic Consultative Assembly,حسین حسین‌زاده,Q86451665,2020-05-27,,,,,,
