position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the National Assembly of Malawi,Deus Banda,Q45780291,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Divelias Zaipa,Q45780313,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Allan Chiyembekeza,Q45780336,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Elias Chakwera,Q45780367,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Emmanuel Fabiano,Q45780387,2014-05-20,,male,,,Ministerial Roundtable LDCs and Business Executive (30597140897).jpg,
Member of the National Assembly of Malawi,Francis Mkungula,Q45780403,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Jessie Kabwila,Q45780422,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Joseph Malunga,Q45780444,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Patrick Makina,Q45780487,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Kumpalume,Q45780507,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Uladi Mussa,Q45780531,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Edmans Kaduya,Q45780554,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Elias Kamanga,Q45780575,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Emily Phiri,Q45780599,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Emmanuel Lozo,Q45780622,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Enock Luka,Q45780638,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Enoss Chitatanga,Q45780661,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Ernest Yahaya,Q45780678,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Esther Jolobala,Q45780692,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Esther Mcheka-Chilenje,Q45780707,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Everson Makowa-Mwale,Q45780722,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Everton Chimulirenji,Q45780744,2014-05-20,,male,,,,Everton Chimulirenji
Member of the National Assembly of Malawi,Ezekiel Ching'oma,Q45780763,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Felix Jumbe,Q45780788,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Felton Mulli,Q45780812,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Filipo Chinkhondo,Q45780836,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Francis Phiri,Q45780880,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Francis Billiati,Q45780901,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Frank Mapondo,Q45780924,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Frank Mphande,Q45780944,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Frank Mwenifumbo,Q45780971,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Gabu Khamisa,Q45780997,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Geoffrey Chiwondo,Q45781016,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,George Kamwanja,Q45781040,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Godfrey Mnkhondya,Q45781060,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Godwin Kanjere,Q45781080,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Grant Ndecha,Q45781099,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Grelzedar Jeffrey,Q45781124,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Harry Mkandawire,Q45781150,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Harry Chipeni,Q45781169,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Henry Shaba,Q45781189,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Horace Chipuwa,Q45781210,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Idi Kalosi,Q45781228,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Ilyas Karim,Q45781249,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Jacob Hara,Q45781265,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Jacqueline Kouwenhoven,Q45781283,2014-05-20,,female,1959,,,
Member of the National Assembly of Malawi,James Kamwambi,Q45781300,2014-05-20,2021,male,1967-11-25,2021,,James Bond Kamwambi
Member of the National Assembly of Malawi,James Munthali,Q45781321,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Jappie Mhango,Q45781339,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Jephter Mwale,Q45781358,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,John Chikalimba,Q45781379,2014-05-20,2021-01-27,male,,2021-01-27,,John Chikalamba
Member of the National Assembly of Malawi,Joseph Mwanamvekha,Q45781398,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Joseph Njobvuyalema,Q45781413,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Juliana Lunguzi,Q45781438,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Justin Majawa,Q45781461,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Kamlepo Kalua,Q45781481,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Kassim Liguluwe,Q45781496,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Kayo Zimchetera,Q45781515,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Kennedy Maluwa,Q45781532,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Kennedy Kachingwe,Q45781556,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Khumbize Chiponda,Q45781572,2014-05-20,,female,,,,Khumbize Chiponda
Member of the National Assembly of Malawi,Langton Kamwendo,Q45781588,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Leonard Njikho,Q45781611,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Lingson Belekanyama,Q45781626,2014-05-20,2021-01-12,male,,2021-01-12,,Lingson Belekanyama
Member of the National Assembly of Malawi,Lloyd Malola,Q45781650,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Lyana Tambala,Q45781675,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Mac Salijeni,Q45781700,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Madalitso Kazombo,Q45781716,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Mahomed Osman,Q45781733,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Malani Mtonga,Q45781753,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Maquenda Chunga,Q45781774,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Mark Botomani,Q45781791,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Marko Ching'onga,Q45781810,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Martha Lunji,Q45781830,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Mary Mpanga,Q45781850,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Mary Khembo,Q45781872,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Mary Navicha,Q45781893,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Maxwell Thyolera,Q45781912,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Mussa Kapichira,Q45781929,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Mwai Kamuyambeni,Q45781951,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Naomi Kilekwa,Q45781963,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Noah Chimpeni,Q45781980,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Noel Masangwi,Q45782004,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Olipa Chimangeni,Q45782025,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Olipa Chiluba,Q45782054,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Patricia Kainga,Q45782075,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Patricia Mkanda,Q45782101,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Patricia Dzimbiri,Q45782123,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Patrick Themu,Q45782141,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Patrick Chilondola,Q45782154,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Paul Chibingu,Q45782169,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Pemba Msusa,Q45782180,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Chakhwantha,Q45782198,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Dimba,Q45782216,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Bvalani,Q45782235,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Mazizi,Q45782245,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Peter Chalera,Q45782265,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Rabson Shaba,Q45782278,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Rachel Zulu,Q45782298,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Raphael Mhone,Q45782317,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Christopher Ngwira,Q45782334,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Malison Ndau,Q45782354,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Wilson Ndomondo,Q45782371,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Rhino Chiphiko,Q45782388,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Richard Chimwendo-Banda,Q45782405,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Rodger Sithole,Q45782421,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Rodrick Khumbanyiwa,Q45782440,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Samuel Kawale,Q45782465,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Shaibu Kaliati,Q45782484,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Susan Ndalama,Q45782504,2014-05-20,,female,,,,
Member of the National Assembly of Malawi,Themba Mkandawire,Q45782531,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Thomson Kamangira,Q45782546,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Timothy Solomoni,Q45782568,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Trasizio Gowelo,Q45782584,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Vasco Chimbalu,Q45782608,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Victor Musowa,Q45782628,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Victor Mbewe,Q45782649,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Vincent Ghambi,Q45782674,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Vitus Mwale,Q45782694,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Wallace Chawawa,Q45782719,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Watson Ngozo,Q45782743,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Werani Chilenga,Q45782760,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Willard Gwengwe,Q45782778,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Willet Karonga,Q45782793,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,William Kalima,Q45782819,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Yaumi Mpaweni,Q45782837,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Zaheer Issa,Q45782850,2014-05-20,,male,,,,
Member of the National Assembly of Malawi,Sam S. Ganda,Q45787935,2014-05-20,2017-05-16,male,,2017-05-16,,
Member of the National Assembly of Malawi,Bentry Namasasu,Q45787953,2014-05-20,2017-03-06,male,,,,
Member of the National Assembly of Malawi,Highton L. Jiya,Q45787968,2014-05-20,2017-01-02,male,,2017-01-02,,
Member of the National Assembly of Malawi,Aaron Sangala,Q4662402,2014-05-20,,male,1958,,,Aaron Sangala
Member of the National Assembly of Malawi,Anna Kachikho,Q4767130,2014-05-20,,female,1955-04-17,,,Anna Kachikho
Member of the National Assembly of Malawi,Austin Muluzi,Q4823200,2014-05-20,,male,1978-08-06,,Atupele at US Embassy (cropped).jpg,Atupele Muluzi
Member of the National Assembly of Malawi,Davis Katsonga,Q5241922,2014-05-20,,male,1955-08-06,,,Davis Katsonga
Member of the National Assembly of Malawi,Enoch Chihana,Q5379277,2014-05-20,,male,,,,Enoch Chihana
Member of the National Assembly of Malawi,Ephraim Chiume,Q5382250,2014-05-20,,male,1953,,,Ephraim Chiume
Member of the National Assembly of Malawi,George Chaponda,Q5537823,2014-05-20,,male,1942-11-01,,,George Chaponda
Member of the National Assembly of Malawi,Harry Thomson,Q5672821,2014-05-20,2019-06-06,male,1934,2019-06-06,,Harry Thomson (politician)
Member of the National Assembly of Malawi,Jean Kalilani,Q6170933,2014-05-20,,female,1947,,,Jean Kalilani
Member of the National Assembly of Malawi,Kondwani Nakhumwa,Q6429058,2014-05-20,,male,1978,,,Kondwani Nankhumwa
Member of the National Assembly of Malawi,Lilian Patel,Q6547705,2014-05-20,,female,1951-02-21,,,Lilian Patel
Member of the National Assembly of Malawi,Lucius Banda,Q6697476,2014-05-20,,male,1970-08-17,,,Lucius Banda
Member of the National Assembly of Malawi,Patricia Kaliati,Q7145664,2014-05-20,,female,1967,,,Patricia Kaliati
Member of the National Assembly of Malawi,Ralph Jooma,Q7287727,2014-05-20,,male,,,,Ralph Jooma
Member of the National Assembly of Malawi,Sosten Gwengwe,Q16216577,2017-10-17,,male,1977-05-20,,Sosten Gwengwe 2013 (cropped).jpg,Sosten Gwengwe
Member of the National Assembly of Malawi,Lawrence Sitolo,Q45789819,2017-10-17,,male,,,,
Member of the National Assembly of Malawi,Ulemu Msungama,Q45789837,2017-10-17,,male,,,,
