catalog,id,name,relationship,relative,relativename
Russia,Q28497365,Elmira Glubokovskaya,child,Q108691440,Roza Chemeris
Russia,Q28497365,Elmira Glubokovskaya,spouse,Q28497366,Mikhail Gloubokovsky
Russia,Q28497366,Mikhail Gloubokovsky,spouse,Q28497365,Elmira Glubokovskaya
Russia,Q28526218,Artyom Turov,father,Q3920850,Viktor Turov
Russia,Q297006,Akhmad Kadyrov,child,Q217115,Ramzan Kadyrov
Russia,Q297006,Akhmad Kadyrov,spouse,Q21887442,Aymani Kadyrova
Russia,Q311019,Boris Berezovsky,child,Q15064471,Elizaveta Borisovna Berezovskaïa
Russia,Q313452,Buvaisar Saitiev,sibling,Q348977,Adam Saitiev
Russia,Q313915,Sergey Kiriyenko,child,Q5680808,Vladimir Kiriyenko
Russia,Q3148435,Mariya Kozhevnikova,father,Q1373900,Aleksandr Kozhevnikov
Russia,Q316583,Anatoliy Serdyukov,spouse,Q4104732,Yevgeniya Vasilyeva
Russia,Q317667,Viktor Khristenko,spouse,Q260432,Tatyana Golikova
Russia,Q319497,Sergey Sobyanin,relative,Q25390701,Nikolay Ulanov
Russia,Q32024,Sergey Shoygu,child,Q17287328,Yuliya Shoygu
Russia,Q32024,Sergey Shoygu,child,Q17287335,Kseniya Shoygu
Russia,Q32024,Sergey Shoygu,father,Q17287361,Kuzhuget Shoygu
Russia,Q32024,Sergey Shoygu,mother,Q17287363,Aleksandra Shoygu
Russia,Q32024,Sergey Shoygu,sibling,Q4525925,Larisa Flamenbaum
Russia,Q32024,Sergey Shoygu,spouse,Q17287325,Irina Shoygu
Russia,Q3400285,Dmitry Pevtsov,spouse,Q4168456,Olga Drozdova
Russia,Q3479763,Sergey Pugachyov,child,Q2833979,Alexandre Pougatchev
Russia,Q3479763,Sergey Pugachyov,partner,Q4720766,Alexandra Tolstoy
Russia,Q3479763,Sergey Pugachyov,spouse,Q4720766,Alexandra Tolstoy
Russia,Q363846,Boris Nemtsov,child,Q4317038,Zhanna Nemtsova
Russia,Q363846,Boris Nemtsov,partner,Q59777710,Anna Durytska
Russia,Q363846,Boris Nemtsov,relative,Q4530004,Igor Eidman
Russia,Q363846,Boris Nemtsov,spouse,Q108667711,Raisa Nemtsova
Russia,Q3658303,Alexander Grushko,father,Q4150962,Viktor Grushko
Russia,Q370787,Alexander Lebedev,child,Q2889271,Evgeny Lebedev
Russia,Q370787,Alexander Lebedev,father,Q107097779,Евгений Николаевич Лебедев
Russia,Q370787,Alexander Lebedev,mother,Q107097778,Мария Сергеевна Лебедева
Russia,Q370787,Alexander Lebedev,spouse,Q107097785,Natalia Sokolova
Russia,Q370787,Alexander Lebedev,spouse,Q55437706,Elena Perminova
Russia,Q385485,Dmitry Mezentsev,spouse,Q4492958,"Фролова, Евгения Евгеньевна"
Russia,Q39391916,Aleksey Zagrebin,father,Q24352427,Egor Zagrebin
Russia,Q4066230,Grigory Anikeyev,relative,Q106274168,Andrey Anikeev
Russia,Q4068640,Alexei Arbatov,father,Q967886,Georgy Arbatov
Russia,Q4073083,Farkhad Akhmedov,father,Q12846537,Teymur Əhmədov
Russia,Q4082839,Andrey Belousov,father,Q97315367,"Белоусов, Рэм Александрович"
Russia,Q4094838,Nikolay Bortsov,child,Q4094839,Yury Bortsov
Russia,Q4106917,Aleksej Veller,father,Q16335396,Boris Veller
Russia,Q4107645,Sergey Veremeenko,spouse,Q467773,Sofya Skya
Russia,Q4113334,Aleksandr Vladislavlev,spouse,Q4263122,Karine Lisitsyan
Russia,Q4125213,Yury Vorobyov,child,Q502185,Andrey Vorobyov
Russia,Q4136108,Viktor Gerashchenko,father,Q28359993,Vladimir Gerashchenko
Russia,Q4148178,Ivan Dmitrievitsj Gratsjjov,spouse,Q4162799,Oksana Dmitrijeva
Russia,Q4151599,Dmitry Gudkov,father,Q555125,Gennady Gudkov
Russia,Q4151668,Pjotr Anatolevitsj Goezjvin,father,Q4151671,Anatoly Guzhvin
Russia,Q4152529,Andrey Grigorevitsj Goerev,child,Q20090835,"Andrey Guryev, Jr."
Russia,Q4153081,Sait-Salam Gutseriyev,sibling,Q110893340,"Гуцериев, Хамзат Сафарбекович"
Russia,Q4153081,Sait-Salam Gutseriyev,sibling,Q1346607,Mikhail Gutseriyev
Russia,Q4153625,Denis Aleksandrovitsj Davitiasjvili,spouse,Q4277930,Masha Malinovskaya
Russia,Q4159652,Umar Dzhabrailov,partner,Q199369,Naomi Campbell
Russia,Q4159652,Umar Dzhabrailov,partner,Q287099,Kseniya Sobchak
Russia,Q4166135,Aleksandr Dondukov,father,Q97660391,Nikolay Dondukov
Russia,Q4167730,Yelena Drapeko,spouse,Q4082210,Oleg Belov
Russia,Q4180012,Sergey Zhigarev,father,Q4180011,Aleksandr Zhigarev
Russia,Q4180012,Sergey Zhigarev,mother,Q4468787,Ирина Борисовна Уварова
Russia,Q4194287,Boris Zubitsky,child,Q4194286,"Зубицкий, Андрей Борисович"
Russia,Q4194287,Boris Zubitsky,child,Q4194291,"Зубицкий, Евгений Борисович"
Russia,Q4213035,Sergey Kapkov,partner,Q287099,Kseniya Sobchak
Russia,Q4213035,Sergey Kapkov,spouse,Q4149679,Yekaterina Grinchevskaya
Russia,Q4225876,Marina Kovtun,father,Q4226704,Vasily Kozlov
Russia,Q4245378,Alla Kuzmina,father,Q4522057,Vladimir Shevchenko
Russia,Q4260940,Dmitry Livanov,father,Q17146233,Viktor Livanov
Russia,Q4264140,Vasily Likhachyov,relative,Q4264150,Pyotr Likhachyov
Russia,Q4276043,"Maria Maksakova, Jr.",mother,Q4276040,Lyudmila Maksakova
Russia,Q4276043,"Maria Maksakova, Jr.",spouse,Q19817635,Denis Voronenkov
Russia,Q4279841,Georgiy Mamedov,child,Q62713727,Sergey Mamedov
Russia,Q4279841,Georgiy Mamedov,father,Q4279880,Enver Mamedov
Russia,Q4281196,Vitaly Margelov,child,Q2060455,Mikhail Margelov
Russia,Q4281196,Vitaly Margelov,father,Q677432,Vasily Margelov
Russia,Q4281196,Vitaly Margelov,sibling,Q4281193,Aleksandr Margelov
Russia,Q4281196,Vitaly Margelov,sibling,Q4281195,Anatoly Margelov
Russia,Q4284542,Mikhail Matveyev,father,Q4284547,Nikolay Matveyev
Russia,Q4292925,Yelena Mizulina,child,Q106839254,Ekaterina Mizulina
Russia,Q4298520,Mikhail Mishustin,father,Q82905670,Vladimir Mishustin
Russia,Q4298520,Mikhail Mishustin,mother,Q83161648,Luiza Mishustina
Russia,Q4298520,Mikhail Mishustin,spouse,Q82751268,Vladlena Mishustina
Russia,Q4309028,Zelimkhan Mutsoyev,sibling,Q17142371,Amirkhan Mori
Russia,Q4317737,Andrey Nesterenko,father,Q4317736,"Нестеренко, Алексей Ефремович"
Russia,Q43231501,Anna Kuvychko,spouse,Q57913764,Роланд Тамазович Херианов
Russia,Q4364960,Aleksandr Pleshakov,father,Q4364962,Pyotr Pleshakov
Russia,Q4364960,Aleksandr Pleshakov,mother,Q4066788,Tatiana Anodina
Russia,Q4364960,Aleksandr Pleshakov,spouse,Q4364964,Olga Pleshakova
Russia,Q4371978,Ilya Ponomarev,father,Q70248527,Владимир Николаевич Пономарёв
Russia,Q4371978,Ilya Ponomarev,mother,Q106734231,Larisa Ponomaryova
Russia,Q4375286,Alexander Pochinok,spouse,Q21154097,Natalya Pochinok
Russia,Q4391661,Yevgeny Revenko,spouse,Q4263452,Elizaveta Listova
Russia,Q4395840,,child,Q54492812,Inna Svyatenko
Russia,Q44371,Valentina Tereshkova,child,Q110415240,Elena Tereshkova
Russia,Q44371,Valentina Tereshkova,spouse,Q312474,Andriyan Nikolayev
Russia,Q44371,Valentina Tereshkova,spouse,Q47161323,Yuliy Shaposhnikov
Russia,Q4441872,Zoya Stepanova,spouse,Q4514356,Mikhail Chernyshyov
Russia,Q4451697,Sergey Tarasov,spouse,Q4113122,Varvara Vladimirova
Russia,Q4459965,Pyotr Olegovich Tolstoy,father,Q66022202,Oleg Tolstoy
Russia,Q4459965,Pyotr Olegovich Tolstoy,mother,Q66022682,Olga Tolstaya
Russia,Q4460667,Maxim Topilin,spouse,Q110991573,Maria Topilina
Russia,Q446865,Nikolai Patrushev,child,Q18043712,Dmitry Patrushev
Russia,Q4494406,Radiy Khabirov,father,Q59200086,Farit Khabirov
Russia,Q4494406,Radiy Khabirov,mother,Q59192624,Raziya Khabirova
Russia,Q4494649,Andrey Khazin,relative,Q55104087,"Хазин, Григорий Лейзерович"
Russia,Q4494649,Andrey Khazin,sibling,Q1968160,Mikhail Khazin
Russia,Q4512985,Valery Chereshnev,sibling,Q16335539,Игорь Александрович Черешнев
Russia,Q4514356,Mikhail Chernyshyov,spouse,Q4441872,Zoya Stepanova
Russia,Q4522642,Petr Shelisch,father,Q55103859,"Шелищ, Борис Исаакович"
Russia,Q4525925,Larisa Flamenbaum,child,Q17287465,Aleksandr Flamenbaum
Russia,Q4525925,Larisa Flamenbaum,father,Q17287361,Kuzhuget Shoygu
Russia,Q4525925,Larisa Flamenbaum,mother,Q17287363,Aleksandra Shoygu
Russia,Q4525925,Larisa Flamenbaum,sibling,Q32024,Sergey Shoygu
Russia,Q4525925,Larisa Flamenbaum,spouse,Q17287491,Konstantin Flamenbaum
Russia,Q453170,Tatyana Yumasheva,father,Q34453,Boris Yeltsin
Russia,Q453170,Tatyana Yumasheva,mother,Q2498810,Naina Yeltsina
Russia,Q453170,Tatyana Yumasheva,sibling,Q27734161,Elena Yeltsina
Russia,Q453170,Tatyana Yumasheva,spouse,Q1975794,Valentin Yumashev
Russia,Q4535396,Marsel Yusupov,father,Q4535400,Kharis Yusupov
Russia,Q4537160,Vladimir Yakubovsky,child,Q60389401,Alexander Yakubovsky
Russia,Q457064,Roman Romanenko,father,Q446720,Yury Romanenko
Russia,Q47139160,Alfiya Kogogina,spouse,Q4226081,Sergey Kogogin
Russia,Q47670067,Bella Zlatkis,child,Q110991720,Svetlana Berman
Russia,Q47670067,Bella Zlatkis,relative,Q18045340,Oleg Malis
Russia,Q47670067,Bella Zlatkis,relative,Q4277977,Alexander Malis
Russia,Q47670067,Bella Zlatkis,sibling,Q110991716,Nina Malis
Russia,Q487779,Anatoly Lukyanov,child,Q4269216,Yelena Lukyanova
Russia,Q501649,Andrei Fursenko,father,Q4493540,Aleksandr Aleksandrovich Fursenko
Russia,Q501649,Andrei Fursenko,sibling,Q4493547,Sergey Fursenko
Russia,Q502185,Andrey Vorobyov,father,Q4125213,Yury Vorobyov
Russia,Q50224531,Ralif Safin,child,Q270951,Alsou
Russia,Q503151,Artur Taymazov,sibling,Q1387949,Timur Taymazov
Russia,Q51667982,Aleksandr Sholokhov,father,Q48402657,Mikhail Mikhailovich Sholokhov
Russia,Q516824,Alexander Bortnikov,child,Q104902312,Denis Bortnikov
Russia,Q516824,Alexander Bortnikov,spouse,Q111467812,Tatyana Borisovna
Russia,Q520016,Igor Lebedev,father,Q200015,Vladimir Zhirinovsky
Russia,Q520291,Anton Shipulin,sibling,Q229640,Anastasiya Kuzmina
Russia,Q541213,Irina Khakamada,father,Q11626639,Mutsuo Hakamada
Russia,Q541213,Irina Khakamada,sibling,Q4494882,Shigeki Hakamada
Russia,Q54492812,Inna Svyatenko,father,Q4395840,"Родионов, Юрий Николаевич"
Russia,Q550670,Sergey Tchepikov,spouse,Q525611,Yelena Melnikova
Russia,Q55101946,Daniil Bessarabov,father,Q55105923,Vladimir Bessarabov
Russia,Q55105061,Sergey Ten,father,Q4454589,Yury Ten
Russia,Q555125,Gennady Gudkov,child,Q4151599,Dmitry Gudkov
Russia,Q56310238,Rauf Arashukov,father,Q104410592,Raul Arashukov
Russia,Q56708540,Vladimir Sipyagin,father,Q62570577,Владимир Яковлевич Сипягин
Russia,Q57735,Alexander Zhukov,child,Q75492617,Pyotr Zhukov
Russia,Q57735,Alexander Zhukov,father,Q4181368,Dmitri Zhukov
Russia,Q58217,Sergey Lavrov,child,Q17287802,Ekaterina Vinokurova
Russia,Q58217,Sergey Lavrov,spouse,Q17287782,Maria Lavrova
Russia,Q589645,Anton Siluanov,father,Q61875753,Герман Михайлович Силуанов
Russia,Q60220292,Aleksey Krasnoshtanov,child,Q108684903,Anton Krasnoshtanov
Russia,Q60322844,Aleksandr Kozlovskiy,father,Q48954963,"Козловский, Николай Николаевич"
Russia,Q60345819,Yuri Kobzev,father,Q24642628,"Кобзев, Виктор Анатольевич"
Russia,Q60389401,Alexander Yakubovsky,father,Q4537160,Vladimir Yakubovsky
Russia,Q6097047,Ivan Musatov,father,Q14920892,Mikhail Musatov
Russia,Q612244,Yury Chaika,child,Q105078108,Igor Chaika
Russia,Q612244,Yury Chaika,child,Q21617046,Artem Chaika
Russia,Q70250998,Viktor Kondratov,child,Q101077271,Ruslan Viktorovich Kondratov
Russia,Q737463,Dmitry Rogozin,child,Q16692250,Alexey Rogozin
Russia,Q737463,Dmitry Rogozin,father,Q4395590,Oleg Rogozin
Russia,Q74746,Elvira Nabiullina,spouse,Q4245427,Yaroslav Kuzminov
Russia,Q7747,Vladimir Putin,child,Q107043381,Louisa Rozova
Russia,Q7747,Vladimir Putin,child,Q19364345,Katerina Tikhonova
Russia,Q7747,Vladimir Putin,child,Q19816371,Maria Vorontsova
Russia,Q7747,Vladimir Putin,father,Q19300851,Vladimir Spiridonovich Putin
Russia,Q7747,Vladimir Putin,mother,Q19300864,Maria Ivanovna Shelomova
Russia,Q7747,Vladimir Putin,relative,Q15087614,Roman Putin
Russia,Q7747,Vladimir Putin,relative,Q1833348,Igor Putin
Russia,Q7747,Vladimir Putin,relative,Q22682071,Kirill Shamalov
Russia,Q7747,Vladimir Putin,relative,Q22941823,Jorrit Faassen
Russia,Q7747,Vladimir Putin,spouse,Q233282,Lyudmila Putina
Russia,Q82695,Yegor Gaidar,child,Q1964282,Maria Gaidar
Russia,Q82695,Yegor Gaidar,father,Q4121797,Timur Gaidar
Russia,Q82695,Yegor Gaidar,mother,Q18679045,Ariadna Bazhova
Russia,Q827054,Mikhail Shvydkoy,sibling,Q4199013,Andrey Ikov
Russia,Q827054,Mikhail Shvydkoy,spouse,Q6401231,Marina Polyak
Russia,Q83375533,Olga Lyubimova,father,Q4271497,Boris Lyubimov
Russia,Q83375533,Olga Lyubimova,mother,Q97184610,Мария Вадимовна Шверубович
Russia,Q84394256,Igor Molyakov,father,Q60831838,"Моляков, Юрий Иванович"
Russia,Q84718811,Galina Munzuk,father,Q926680,Maxim Munzuk
Russia,Q84718811,Galina Munzuk,mother,Q16495194,Kara-Kys Munzuk
Russia,Q86830849,Bekhan Agaev,father,Q20090063,Vakha Agaev
Russia,Q86833225,Mikhail Pitkevich,father,Q4363883,Yury Pitkevich
Russia,Q983505,Murtaza Rakhimov,child,Q4391090,Ural Rakhimov
Russia,Q984154,Vladimir Bortko,father,Q12084245,Volodymyr Volodymyrovych Bortko
Russia,Q98704934,Vladimir Chernukhin,spouse,Q107242456,Lubov Chernukhin
