catalog,id,name,relationship,relative,relativename
Denmark,Q261120,Margrete Auken,sibling,Q12319223,Jens Auken
Denmark,Q261120,Margrete Auken,sibling,Q1424299,Svend Auken
Denmark,Q261120,Margrete Auken,spouse,Q12310272,Erik A. Nielsen
Denmark,Q270820,Margrethe Vestager,father,Q12315583,Hans Vestager
Denmark,Q270820,Margrethe Vestager,mother,Q62926188,Bodil Tybjerg
Denmark,Q272924,Pia Kjærsgaard,spouse,Q12316470,Henrik Thorup
Denmark,Q28528045,Orla Østerby,sibling,Q12314845,H.C. Østerby
Denmark,Q28759772,Peter Seier Christensen,sibling,Q12323908,Lars Seier Christensen
Denmark,Q299352,Lene Espersen,sibling,Q12301858,Anne Sofie Espersen
Denmark,Q3042869,Karen Ellemann,father,Q698080,Uffe Ellemann-Jensen
Denmark,Q3042869,Karen Ellemann,mother,Q112630995,Hanne Ellemann-Jensen
Denmark,Q3042869,Karen Ellemann,sibling,Q12318947,Jakob Ellemann-Jensen
Denmark,Q3082669,Ulla Tørnæs,father,Q12324045,Laurits Tørnæs
Denmark,Q3107100,Mimi Jakobsen,father,Q12310227,Erhard Jakobsen
Denmark,Q3107100,Mimi Jakobsen,spouse,Q12303105,Bengt Burg
Denmark,Q3110095,Kristian Jensen,spouse,Q113866340,Trine Overmark Jensen
Denmark,Q3110095,Kristian Jensen,spouse,Q7169413,Pernille Rosendahl
Denmark,Q311063,Poul Nyrup Rasmussen,spouse,Q3499031,Lone Dybkjær
Denmark,Q3160663,Jakob Axel Nielsen,relative,Q6007723,K. Axel Nielsen
Denmark,Q331931,Jóannes Eidesgaard,child,Q20606530,Erling Eidesgaard
Denmark,Q3321283,Peter Brixtofte,sibling,Q12319240,Jens Brixtofte
Denmark,Q3435893,Birte Weiss,child,Q100596915,Lars Weiss
Denmark,Q3435893,Birte Weiss,spouse,Q6234817,Ove Weiss
Denmark,Q3499031,Lone Dybkjær,spouse,Q311063,Poul Nyrup Rasmussen
Denmark,Q3547975,Ulrik Federspiel,father,Q701926,Per Federspiel
Denmark,Q3560841,Carl Holst,father,Q12331577,Peter Holst
Denmark,Q362151,Joachim B. Olsen,spouse,Q12321336,Karen Westergaard
Denmark,Q425708,Niels Helveg Petersen,child,Q12327679,Morten Helveg Petersen
Denmark,Q425708,Niels Helveg Petersen,child,Q12332907,Rasmus Helveg Petersen
Denmark,Q425708,Niels Helveg Petersen,father,Q12322884,Kristen Helveg Petersen
Denmark,Q425708,Niels Helveg Petersen,mother,Q4548513,Lilly Helveg Petersen
Denmark,Q425708,Niels Helveg Petersen,spouse,Q18040591,Hanne Elisabeth Aarup
Denmark,Q425708,Niels Helveg Petersen,spouse,Q4934516,Margita Ahlin
Denmark,Q425708,Niels Helveg Petersen,spouse,Q4961499,Kirsten Lee
Denmark,Q4357060,Arne Melchior,father,Q6758332,Marcus Melchior
Denmark,Q4357060,Arne Melchior,mother,Q112571133,Meta Melchior
Denmark,Q4357060,Arne Melchior,sibling,Q12341500,Werner David Melchior
Denmark,Q4357060,Arne Melchior,sibling,Q4890338,Bent Melchior
Denmark,Q441594,Ida Auken,father,Q12310272,Erik A. Nielsen
Denmark,Q441594,Ida Auken,mother,Q261120,Margrete Auken
Denmark,Q447578,Karen Jespersen,spouse,Q6050924,Ralf Pittelkow
Denmark,Q46052,Anders Fogh Rasmussen,child,Q12316348,Henrik Fogh Rasmussen
Denmark,Q46052,Anders Fogh Rasmussen,spouse,Q12301804,Anne-Mette Rasmussen
Denmark,Q468034,Lars-Emil Johansen,mother,Q11242423,Elisabeth Johansen
Denmark,Q491263,Anders Samuelsen,father,Q6090650,Ole Samuelsen
Denmark,Q491263,Anders Samuelsen,sibling,Q11989208,Mette Bock
Denmark,Q4935633,Bodil Nyboe Andersen,child,Q1691994,Johan Holten
Denmark,Q4935633,Bodil Nyboe Andersen,child,Q5958465,Kasper Holten
Denmark,Q4938190,Dorte Bennedsen,child,Q99361966,Morten Bennedsen
Denmark,Q4938190,Dorte Bennedsen,father,Q3430036,Hal Koch
Denmark,Q4938190,Dorte Bennedsen,mother,Q4936601,Bodil Koch
Denmark,Q4938190,Dorte Bennedsen,sibling,Q5916468,Ejler Koch
Denmark,Q4992021,Kristian Thulesen Dahl,sibling,Q12319302,Jens Henrik Thulesen Dahl
Denmark,Q4992554,Ulla Sandbæk,father,Q12315681,Harald Sandbæk
Denmark,Q4993293,Knud Bartels,father,Q110776086,Eyvind Bartels
Denmark,Q4994613,Malou Aamund,father,Q12302286,Asger Aamund
Denmark,Q4994613,Malou Aamund,mother,Q65944275,Susanne Aamund
Denmark,Q4994613,Malou Aamund,partner,Q1004037,"Frederik, Crown Prince of Denmark"
Denmark,Q4994613,Malou Aamund,spouse,Q12327107,Mikael Bertelsen
Denmark,Q4994613,Malou Aamund,spouse,Q16064813,Nikolaj Egelund
Denmark,Q5015,Mette Frederiksen,spouse,Q100902286,Erik Harr
Denmark,Q5015,Mette Frederiksen,spouse,Q38051211,Bo Tengberg
Denmark,Q512386,Karen Hækkerup,spouse,Q12330081,Ole Hækkerup
Denmark,Q531054,Christine Antorini,spouse,Q12316339,Henrik Dahl
Denmark,Q531614,Pia Olsen Dyhr,spouse,Q12341082,Villy Dyhr
Denmark,Q546215,Morten Løkkegaard,spouse,Q12331096,Paula Larrain
Denmark,Q558865,Naser Khader,mother,Q20607741,Sada Abu Khader
Denmark,Q567780,Høgni Hoydal,father,Q24004893,Kjartan Hoydal
Denmark,Q57652,Helle Thorning-Schmidt,child,Q76199431,Johanna Kinnock
Denmark,Q57652,Helle Thorning-Schmidt,child,Q76240009,Camilla Kinnock
Denmark,Q57652,Helle Thorning-Schmidt,spouse,Q3377178,Stephen Kinnock
Denmark,Q60830783,Karen Touborg Hansen,father,Q12322894,Kristen Touborg
Denmark,Q60830783,Karen Touborg Hansen,mother,Q12301764,Anna Marie Touborg
Denmark,Q6185850,Jesper Langballe,child,Q15700706,Christian Langballe
Denmark,Q6185850,Jesper Langballe,relative,Q7666571,Søren Krarup
Denmark,Q64427892,Niels Flemming Hansen,father,Q707403,Flemming Hansen
Denmark,Q64441610,Henrik Møller,mother,Q12324866,Lone Møller
Denmark,Q645613,Nick Hækkerup,father,Q12322095,Klaus Hækkerup
Denmark,Q645613,Nick Hækkerup,sibling,Q12330081,Ole Hækkerup
Denmark,Q6491442,Lars Christian Lilleholt,child,Q108783612,Christoffer Lilleholt
Denmark,Q697184,Per Stig Møller,father,Q7235539,Poul Møller
Denmark,Q697184,Per Stig Møller,mother,Q4968766,Lis Møller
Denmark,Q698080,Uffe Ellemann-Jensen,child,Q12318947,Jakob Ellemann-Jensen
Denmark,Q698080,Uffe Ellemann-Jensen,child,Q3042869,Karen Ellemann
Denmark,Q698080,Uffe Ellemann-Jensen,father,Q12319432,Jens Peter Jensen
Denmark,Q698080,Uffe Ellemann-Jensen,spouse,Q112630995,Hanne Ellemann-Jensen
Denmark,Q698080,Uffe Ellemann-Jensen,spouse,Q12301035,Alice Vestergaard
Denmark,Q707403,Flemming Hansen,child,Q64427892,Niels Flemming Hansen
Denmark,Q7659016,Mike Legarth,father,Q12319258,Jens Christian Legarth
Denmark,Q7659016,Mike Legarth,sibling,Q16065039,Pierre Legarth
Denmark,Q7666571,Søren Krarup,child,Q10853676,Marie Krarup
Denmark,Q7666571,Søren Krarup,child,Q12321586,Katrine Winkel Holm
Denmark,Q7666571,Søren Krarup,relative,Q6185850,Jesper Langballe
Denmark,Q7819162,Tommy Ahlers,partner,Q12324097,Le Gammeltoft
Denmark,Q7827256,Torsten Schack Pedersen,spouse,Q12324973,Louise Schack Elholm
Denmark,Q8084240,Sara Olsvig,father,Q108949687,Lars Olsvig
Denmark,Q917179,Lars Barfoed,spouse,Q12316082,Helle Sjelle
Denmark,Q92348929,Birger Riis-Jørgensen,spouse,Q447647,Karin Riis-Jørgensen
Denmark,Q984350,Thor Möger Pedersen,father,Q12339586,Torben Möger Pedersen
Denmark,Q984350,Thor Möger Pedersen,sibling,Q12314425,Gry Möger Poulsen
Denmark,Q984350,Thor Möger Pedersen,spouse,Q12328270,Nanna Westerby
