position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Prime Minister,Abdiwahid Elmi Gonjeh,Q4381342,2010-09-24,2010-11-01,male,,,,Abdiwahid Gonjeh
Prime Minister,Mohamed Abdullahi Farmajo,Q558575,2010-10-31,2011-06-19,male,1962-03-11,,Mohamed Abdullahi Mohamed (2020-07-22) (cropped).jpg,Mohamed Abdullahi Mohamed
Prime Minister,Abdiweli Mohamed Ali,Q1777401,2011-06-19,2012-08-20,male,1965-07-02,,Cabdiweli Maxamed Cali.jpg,Abdiweli Gaas
Prime Minister,Abdiweli Mohamed Ali,Q1777401,2012-08-20,2012-10-17,male,1965-07-02,,Cabdiweli Maxamed Cali.jpg,Abdiweli Gaas
Prime Minister,Abdi Farah Shirdon,Q682738,2012-10-17,2013-12-21,male,1958-10,,Abdi Farah Shirdon (cropped).jpg,Abdi Farah Shirdon
Prime Minister,Abdiweli Sheikh Ahmed,Q15302843,2013-12-21,2014-12-24,male,1958-10,,Abdiwelisheikhahmed12a.jpg,Abdiweli Sheikh Ahmed
Prime Minister,Omar Abdirashid Ali Sharmarke,Q57899,2014-12-24,2017-03-01,male,1960-06-18,,Omarasharmarke2.jpg,Omar Sharmarke
Prime Minister,Hassan Ali Khayre,Q28824125,2017-03-01,2020-07-25,male,1968-04-15,,Hassan Ali.png,Hassan Ali Khaire
Prime Minister,Mahdi Mohammed Gulaid,Q97703983,2020-07-25,2020-09,male,1973-11-25,,Prime minister mahdi gulaidh khadar.jpg,Mahdi Mohammed Gulaid
Prime Minister,Mohamed Hussein Roble,Q99605101,2020-09,,male,1963-10,,Somalia Prime Minister.jpg,Mohamed Hussein Roble
Minister of Agriculture And Irrigation,Said Hussein Iid,Q18764136,2015-01-27,,male,,,,Said Hussein Iid
Minister of Air Transport and Aviation,Mohamed Abdullahi Salad,Q107722504,2020-10-24,,male,,,,
Minister of Commerce and Industry,Khalif Abdi Omar,Q107722487,2020-10-24,,,,,,
Minister of Constitutional Affairs,Salah Jama,Q107722390,2020-10-24,,male,,,,
Minister of Defence,Hassan Hussien Haji,Q107722514,2020-10-24,,,,,,
Minister of Education,Abdullahi Abukar Haji,Q107722530,2020-10-24,,,,,,
Minister of Finance,Abdirahman Beileh,Q16199176,2017-03-29,,male,1955,,Adualebhd6.png,Abdirahman Duale Beyle
Minister of Fisheries and Marine Resources,Abdullahi Bidhan Warsame,Q107722528,2020-10-24,,female,,,,
Minister of Foreign Affairs,Ismail Mahmud Hurre,Q3155411,2000,2002,male,1943,,,Ismail Mahmud Hurre
Minister of Foreign Affairs,Yusuf Hassan Ibrahim,Q2602010,2002,2004,male,,,,
Minister of Foreign Affairs,Abdullahi Sheikh Ismail,Q4666136,2004,2006,male,,,,Abdullahi Sheikh Ismail
Minister of Foreign Affairs,Ismail Mahmud Hurre,Q3155411,2006,2007,male,1943,,,Ismail Mahmud Hurre
Minister of Foreign Affairs,Muhammad Ali Hamoud,Q98705017,2007,2008,male,,,,
Minister of Foreign Affairs,Hussein Elabe Fahiye,Q98708509,2007,2007,male,,,,
Minister of Foreign Affairs,Ali Ahmed Jama Jangali,Q16730150,2008,2009,male,,,Ali Ahmed Jama Jangeli.jpg,Ali Jangali
Minister of Foreign Affairs,Ali Ahmed Jama Jangali,Q16730150,2009,2010,male,,,Ali Ahmed Jama Jangeli.jpg,Ali Jangali
Minister of Foreign Affairs,Mohamed Abdullahi Omaar,Q13522501,2009-02-20,2009,male,1962-05-15,,MohamedAbdullahiOmaar.jpg,Mohamed Abdullahi Omaar
Minister of Foreign Affairs,Yusuf Hassan Ibrahim,Q2602010,2010,2010-11-12,male,,,,
Minister of Foreign Affairs,Mohamed Abdullahi Omaar,Q13522501,2010-11-12,2012-02-20,male,1962-05-15,,MohamedAbdullahiOmaar.jpg,Mohamed Abdullahi Omaar
Minister of Foreign Affairs,Fowsiyo Yusuf Haji Adan,Q108461918,2012,2014,male,,,,
Minister of Foreign Affairs,Abdullahi Haji Hassan Mohamed Nuur,Q4666127,2012-02-20,2012-11-04,male,,,,Abdullahi Haji Hassan Mohamed Nuur
Minister of Foreign Affairs,Fawzia Yusuf H. Adam,Q1100154,2012-11-04,2014-01-17,female,,,Somali Foreign Minister Fawzia Yusuf H. Adam (cropped).jpg,Fawzia Yusuf H. Adam
Minister of Foreign Affairs,Abdirahman Duale Bayle,Q108461921,2014,2015,male,,,,
Minister of Foreign Affairs,Abdirahman Beileh,Q16199176,2014-01-17,2015-01-27,male,1955,,Adualebhd6.png,Abdirahman Duale Beyle
Minister of Foreign Affairs,Abdisalan Hadliye Omar,Q108461922,2015,2017,male,,,,
Minister of Foreign Affairs,Abdisalam Omer,Q4665003,2015-01-27,2017-03-29,male,1955,,Abdisalamomer1.png,Abdusalam H. Omer
Minister of Foreign Affairs,Yusuf Garaad Omar,Q8061946,2017,2018,male,1960-06-26,,Yusuf Garaad Omar.jpg,Yusuf Garaad Omar
Minister of Foreign Affairs,Ahmed Isse Awad,Q60090110,2018,2020-11,male,1955,,,
Minister of Foreign Affairs,Mohamed Abdirizak Mohamud,Q107722495,2020-10-24,,,,,,
Minister of Health and Social Care,Fowsiya Abiikar Nur,Q107722523,2020-10-24,,female,,,,
Minister of Humanitarian Affairs and Disaster Management,Khadija Mohamed Dirie,Q107722508,2020-10-24,,female,,,,
Minister of Information,Osman Dubbe,Q105627781,2017-03,,male,1971,,Osman Dubbe - 2021 (cropped).jpg,Osman Dubbe
"Minister of Interior, Federal Affairs and Reconciliation",Mukhtar Hussien Afrah,Q107722500,2020-10-24,,,,,,
Minister of Internal Security,Hassan Hundumey Jimale,Q107722516,2020-10-24,,,,,,
Minister of Justice,Abdulkadir Mohamed Nur (Jama),Q107722532,2020-10-24,,male,,,,
Minister of Labour and Social Affairs,Duran Ahmed Farah,Q107722525,2020-10-24,,,,,,
Minister of Livestock,Hussein Sheikh Mahmud Hussein,Q107722511,2020-10-24,,,,,,
Minister of Petroleum and Mineral Resources,Abdirashid Mohamed Ahmed,Q23540881,2020-10-24,,male,,,,Abdirashid Mohamed Ahmed
"Minister of Planning, investment and Economic Development",Jamal Mohamed Hassan,Q19958039,2017-03-29,,male,,,Gamal Mohamed Hassan.jpg,Gamal Mohamed Hassan
Minister of Ports and Marine Transport,Maryan Aweys,Q107722506,2020-10-24,,,,,,
Minister of Posts and Telecommunications,Abdi Sheikh Ahmed Roble,Q107722535,2020-10-24,,,,,,
Minister of Public Works and Reconstruction,Mohamed Adam Mo’alim,Q107722502,2020-10-24,,,,,,
Minister of Religious Affairs,Sheikh Nur Mohamed Hassan,Q107722496,2020-10-24,,male,,,,
Minister of Water and Energy,Hassan Abdi Nur,Q107722518,2020-10-24,,,,,,
Minister of Women and Human Rights,Haniifa Mohamed Ibrahim,Q106614987,2020-10-24,,female,1991-06-25,,"Minister of Women and Human Rights Development Her Excellency, Haniifa Mohamed Ibrahim - 26 January 2021 (50877706962) (cropped).jpg",Hanifa Mohamed Ibrahim
Minister of Youth and Sports,Hamza Said Hamza,Q107722521,2020-10-24,,,,,,
Speaker of the House of the People,Mohamed Mursal Sheikh Abdurahman,Q6891386,2018-05-01,,male,1957,,Mohamed Mursal Abdirahman - 2021 (cropped).jpg,Mohamed Mursal Sheikh Abdurahman
Speaker of the Upper House,Abdi Hashi Abdilahi,Q109745153,2017-01-22,,male,1946,,,
Governor of the Central Bank,Bashir Isse,Q16730084,2006,2010,male,,,,Bashir Isse
Governor of the Central Bank,Bashir Isse,Q16730084,2013-11-27,2019-04-04,male,,,,Bashir Isse
Governor of the Central Bank,Abdirahman Mohamed Abdullahi,Q109875944,2019-04,,male,,,,
Chief of Defence Force,Odowaa Yusuf Rageh,Q86377062,2019-08-27,,male,1987,,Odowaa Yusuf Rageh - 2021 (cropped).jpg,Odowaa Yusuf Rageh
