id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q114870631,Faiqah Al-Sayed Ba'Alawy,,,,,,,
Q114870632,Ghalib Abdullah Mutlaq,,,,,,,
Q114870633,Ghazi Ahmed Mohsen,,,,,,,
Q114870634,Hassan Mohammed Zaid,,,,,,,
Q114870635,Hussein Abdullah Mkabuli,,,,,,,
Q114870636,Hussein Ali Hazeb,,,,,,,
Q114870637,Lutf Ali Al-Jermouzi,,,,,,,
Q114870638,Mahmoud Abdel Kader Al-Jounaïd,,,,,,,
Q114870639,Mohammad Mohammad Al-Zubayri,,,,,,,
Q114870640,Mohammed Saeed Al-Mashjari,,,,,,,
Q114870641,Mohsen Ali Al-Nakib,,,,,,,
Q114870642,Musfer Abdullah Saleh Al-Numeir,,,,,,,
Q114870644,Nabil Abdullah Al-Wazair,,,,,,,
Q114870645,Nasser Mahfouz Bagazkoz,,,,,,,
Q114870646,Saleh Ahmed Shaaban,,,,,,,
Q114870647,Sharaf Ali Al-Kulaisi,,,,,,,
Q114870648,Zakaria Yahya Al-Shami,,,,,,,
Q12180515,Amat al-Razzak Hammed,female,,,,,,Amat al-Razzak Hammed
Q12213376,Rashad al-Alimi,male,1954,9,,,,Rashad al-Alimi
Q12219627,Saleh Hassan Samee,male,1956-01-01,11,,,,
Q12219876,Sakhr Al Wajih,male,1962-01-01,11,,,,
Q12222730,عبد الرحمن بافضل,male,1948-04-09,11,2015,9,,
Q12223068,Abdel-Aziz bin Habtour,male,1955-08-08,11,,,دولة رئيس مجلس وزراء حكومة الإنقاذ الوطني باليمن.jpg,Abdel-Aziz bin Habtour
Q12223209,Abdul Qader Qahtan,male,1952-12-13,11,,,,Abdul Qader Qahtan
Q12223818,Abdulmalik al-Mekhlafi,male,1959-08-19,11,,,"Abdulmalik Al-Mekhlafi, Belqees TV - Dec 27, 2017.jpg",Abdulmalik Al-Mekhlafi
Q12227830,Ali Ahmed Al Amrani,male,1957-01-01,11,,,,
Q12228803,Awd al-sqtry,male,1957,9,2017-08-31,11,,
Q12239520,Mohammed Ahmed Al Makhlafi,male,1956-01-01,11,,,,
Q12240556,Mohammed Saeed Al Saadi,male,1950-05-08,11,,,,
Q12242130,Morshed Ali Alarchany,male,1952,9,,,,Murshed Al-Arashani
Q13360057,Nabil Hasan al-Faqih,male,,,,,,Nabil Hasan al-Faqih
Q1469704,Mohammed Nasser Ahmed,male,,7,,,,Mohammed Nasser Ahmed
Q1573947,Hamoud Muhammed Ou'bad,male,,7,,,,Hamoud Muhammed Ou'bad
Q16117607,عبد الحميد محمد فرحان الشرعبي,male,1956,9,,,,
Q16117624,عبد الخالق عبد الحافظ بن شيهون,male,1948,9,,,,
Q16117628,عبد الخالق عبده أحمد البركاني,male,1958-07-02,11,,,,
Q16117677,عبد الرحمن إبراهيم عبده نشطان,male,1961,9,,,,
Q16117765,Qassem Salam,male,,,,,,
Q16117796,قاسم محمد قاسم الكسادي,male,1970-06-01,11,,,,
Q16117804,قاسم ناصر أحمد حبيش,male,1973,9,,,,
Q16117858,Abu Bakr Ahmed Abad Omar Abad,male,1948,9,,,,
Q16117869,عبد الرحمن صالح مصلح معزب,male,1972,9,,,,
Q16117886,Abd al-Rahman Abdullah Hussein al-Mahbashi,male,1951,9,2020-05-24,11,,
Q16117893,عبد الرحمن علي العشبي,male,1960,9,,,,
Q16117917,عبد الرحمن محمد عبد الله الأكوع,male,1952,9,,,,
Q16117998,محسن علي عمر باصره,male,1964-09-14,11,,,,
Q16118003,Hamoud hammoud Yahya atef,male,1944-01-01,11,,,,
Q16118032,محسن محمد أحمد الأنسي,male,1948,9,,,,
Q16118053,Abdul Razzaq Yahya Al Ashoal,male,,,,,,
Q16118086,عبد السلام أحمد الدهبلي,male,1966,9,,,,
Q16118097,Hameed Abdullah sghaier Al-jabarti,male,1962,9,,,,
Q16118105,حميد محمد علي أحمد شعبين,male,1968,9,,,,
Q16118142,عبد السلام صالح هشول زابية,male,1969,9,,,,
Q16118166,Abdul Aziz Jubari,male,1963-01-01,11,,,,
Q16118177,Abdul-Aziz Ahmed crew,male,1949,9,,,,
Q16118316,عبد العزيز عبد الواحد علي الواحدي,male,,,,,,
Q16118333,عبد العزيز قاسم محمد الجنيد,male,1962,9,,,,
Q16118339,محمد أحمد سعيد الزويدي,male,1958,9,,,,
Q16118385,محمد أحمد محمد ورق,male,1969,9,,,,
Q16118426,Saadaldeen Talib,male,1959-01-29,11,,,Saadaldeen Talib 2013.jpg,Saadaldeen Talib
Q16118457,Mohamed Ismail Ahmed Al-arhabi,male,1951,9,,,,
Q16118471,عبد القادر عبد الله الدعيس,male,1961,9,,,,
Q16118550,عبد الكريم أحمد جدبان علي,male,1965-01-01,11,2013,9,,
Q16118557,Abdelkrim Ahmed Yahya Al-sanini,male,1962,9,,,,
Q16118560,Mohamed Al-haj Saleh Al-salhi,male,1949,9,,,,
Q16118663,عبد الكريم شرف محسن شيبان,male,1960,9,,,,
Q16118704,عبد الكريم محسن حسين الأكوع,male,1955,9,,,,
Q16118714,أحمد أحمد محسن العقاري,male,1950,9,,,,
Q16118718,عبد الكريم محمد مشعوف الأسلمي,male,1968,9,,,,
Q16118724,أحمد أحمد محسن النويرة,male,1967-07-17,11,,,,
Q16118749,Mansar Abdullah Yahya Mansar,male,1962,9,,,,
Q16118796,عبد الله أحمد علي العديني,male,1956,9,,,,
Q16118797,منصور عزيز حمود الزنداني,male,1956,9,,,,
Q16118805,عبد الله أحمد محمد القحيزه,male,1951,9,,,,
Q16118806,منصور علي عبد الواحد الشهاري,male,1967,9,,,,
Q16118814,منصور علي عبده واصل,male,1957,9,,,,
Q16118821,سعيد سالم سعد باحقيبة,male,1957-07-01,11,,,,
Q16118824,منصور علي يحيى الحنق,male,1958,9,,,,
Q16119017,محمد أمين علي محسن باشا,male,1970,9,,,,
Q16119026,عبد الله بن علي الغادر,male,1968-04-16,11,,,,
Q16119100,محمد بكير عمر صلاح,male,1955,9,,,,
Q16119139,خالد صالح شائف الردفاني,male,1964,9,,,,
Q16119147,Khaled abdilbari gillan,male,1973,9,,,,
Q16119148,عبد الله حسين عبد الله البشيري,male,1945,9,,,,
Q16119159,Abdullah Hamoud Al-haj Al-katib,male,1969,9,,,,
Q16119227,Khaled Muhammed Kassem Al-Ansi,male,1968,9,,,,
Q16119231,مهدي صالح غالب الجعدي,male,1955,9,,,,
Q16119244,Abdullah Abdullah Yahya Badr El Din,male,1960,9,,,,
Q16119245,مهدي علي عبد السلام عبد الله,male,,,,,,
Q16119247,خالد يحيى علي معصار,male,1965,9,,,,
Q16119271,عبد الله علي حسن معيلي,male,1958,9,2017-10-26,11,,
Q16119275,أحمد حسن عبد الهادي باحويرث,male,1952,9,,,,
Q16119281,عبد الله علي صالح الخلاقي,male,1964,9,,,,
Q16119290,Abdullah Ali Alywa,male,1947,9,,,,
Q16119309,Abdullah Obel,male,,,,,,
Q16119357,عبد الله محسن أحمد العجر,male,1945,9,,,,
Q16119383,عبد الله محمد صالح المقطري,male,1952,9,,,,
Q16119389,أحمد سعيد عبيد الصويل,male,1958,9,,,,
Q16119420,Sultan al-Barakani,male,1956,9,,,,Sultan al-Barakani
Q16119426,أحمد سيف حاشد هاشم,male,1962,9,,,,
Q16119428,سلطان العتواني,male,1952-01-01,11,,,,
Q16119465,Sultan Bin Ali Al-Aradah,male,1958-01-01,11,,,,Sultan Ali al-Arada
Q16119486,محمد بن ناجي الشايف,male,1964,9,,,,
Q16119504,Abdul-Malik Ahmed Hassan Al-wazir,male,1930,9,,,,
Q16119505,أحمد عباس أحمد قايد البرطي,male,1975,9,,,,
Q16119522,أحمد عبد الرب حسن الدخين,male,1958-07-21,11,,,,
Q16119540,أحمد عبد الرزاق الرقيحي,male,1929,9,,,,
Q16119546,عبد الملك عبد الله حسن القصوص,male,1963-09,10,,,,
Q16119547,أحمد عبد الله محمد العزاني,male,1955,9,,,,
Q16119575,Mohamed Thabet Mohamed Al-asali,male,1966,9,,,,
Q16119627,Abdul-Wahed Saeed Al-Makhlafi,male,1946,9,,,,
Q16119633,أحمد علي عبد الله السنيدار,male,1945,9,,,,
Q16119653,عبد الواسع هائل سعيد انعم,male,1942-12-23,11,,,,
Q16119660,عبد الولي عبده حسن الجابري,male,1969,9,,,,
Q16119688,Ahmad Awad Bin Mubarak,male,1968,9,,,"Visit of Ahmed Awad bin Mubarak, Yemeni Minister for Foreign Affairs and Expatriate, to the European Commission.jpg",Ahmad Awad bin Mubarak
Q16119718,أحمد عيضة أحمد القرشي,male,1975,9,,,,
Q16119723,عبد الوهاب محمود عبد الحميد,male,1942-11-13,11,,,,
Q16119731,عبد الوهاب محمود علي معوضة,male,1956,9,,,,
Q16119747,Abdulrabbo Ahmed Salem Al-amri,male,1954,9,,,,
Q16119774,Ahmed Kassem Al-Ansi,male,,,,,,
Q16119812,أحمد محمد أحمد الضبيبي,male,1951,9,,,,
Q16119825,أحمد محمد إسماعيل النزيلي,male,1965,9,,,,
Q16119870,Abdh Hussein al-Tarb,male,1967-01-01,11,,,,
Q16119880,Abdh Razzaz Saleh Khaled,male,,,,,,
Q16119892,أحمد محمد حسين عبد الله الخولاني,male,1959,9,,,,
Q16119900,Abdh Mohsen Mohamed mahdi,male,1957,9,,,,
Q16119908,Mohammed Rashad Al-Alimi,male,1973,9,,,,
Q16119911,Abdu al-Hudhaifi,male,1954,9,,,,Abdu al-Hudhaifi
Q16119920,أحمد محمد عبد الله الأصبحي,male,1956,9,,,,
Q16119922,عبده محمد ردمان رافع,male,1952,9,,,,
Q16119932,Abdo Mohammed Abdullah Beshr,male,1968-01-01,11,,,,
Q16119938,أحمد محمد عبد الله رزق الزهيري,male,1961,9,,,,
Q16119943,أحمد محمد عبد الله صوفان,male,1959,9,,,,
Q16119948,عبده مهدي حسن العدله,male,1958,9,,,,
Q16119962,أحمد محمد علي هارب الشمري,male,1945,9,,,,
Q16119968,Suleiman Ali Ahmed elmohamady,male,1948,9,,,,
Q16119990,أحمد محمد يحيى قبوع,male,,,,,,
Q16120012,محمد سالم سعيد الجوهي,male,1961-01-01,11,2019-01-10,11,,
Q16120025,أحمد ناصر محمد حسين شايع,male,1970,9,,,,
Q16120043,أحمد هادي محمد الشقذه الصريمي,male,1939,9,,,,
Q16120101,Ahmed Yahya Al-haj Mohamed Ali,male,1955,9,,,,
Q16120138,محمد سيف الشميري,male,1962,9,,,,
Q16120238,Sheikh of all himyar Tribes,male,1946,9,,,,
Q16120246,محمد صالح علي البرعي,male,1958,9,,,,
Q16120256,محمد صالح علي القباطي,male,1957,9,,,,
Q16120263,Othman Hussein Fayed Majali,male,1970,9,,,,
Q16120268,محمد صالح علي الناحية,male,1958-01-01,11,,,,
Q16120277,محمد صبار علي الجماعي,male,1945,9,,,,
Q16120346,سنان عبد الولي حسين العجي,male,1962,9,,,,
Q16120421,محمد عبد الإله محمد القاضي,male,1965,9,2015-01-09,11,,
Q16120453,محمد عبد الحافظ جبران العيسائي,male,1966,9,,,,
Q16120473,Adnan Ali sghaier schami,male,1975,9,,,,
Q16120624,Muhammed Abdullah Saeed Al-Jabri,male,1952,9,,,,
Q16120649,Mohamed Abdul-Malik Ahmed Bin malek,male,1962,9,,,,
Q16120650,Suhail Mohamed Abdul-Razzaq,male,1968-06-13,11,,,,
Q16120697,محمد عبد الولي النهمي,male,1969,9,,,,
Q16120705,محمد عبد الوهاب حسن الزبيري,male,1956,9,,,,
Q16120720,محمد عبده سعيد انعم,male,1946,9,,,,
Q16120796,محمد علي أبو بكر المشهور,male,1945,9,,,,
Q16120837,Mohamed Ali Bin yaser,male,1964,9,,,,
Q16120852,محمد علي سالم الشدادي,male,1954,9,,,,
Q16120872,محمد علي صالح الحاشدي,male,1940-12-11,11,,,,
Q16120880,محمد علي قاسم قوارة,male,1949,9,,,,
Q16120888,Azzam Abdullah sa'd salah,male,1966,9,,,,
Q16120889,محمد علي محمد المقرني,male,1963,9,,,,
Q16120912,محمد علي يحيى مزريه,male,1955,9,,,,
Q16121067,محمد قاسم محمد النقيب,male,1955,9,,,,
Q16121094,ناجي أحمد عتيق الشيخ,male,1955,9,,,,
Q16121123,ناجي صالح ناجي القوسي,male,1945,9,,,,
Q16121142,Naji Mansour Ali rageh sa'd,male,1949,9,,,,
Q16121202,محمد محمد أحمد الرزوم,male,1949,9,,,,
Q16121218,Muhammed Muhammed Ahmed Mansour,male,1942-01-01,11,,,,
Q16121255,محمد محمد عبد الله شرده,male,1973,9,,,,
Q16121322,محمد مشلي زيد علي الرضي,male,1962,9,,,,
Q16121412,محمد منصور صالح البكري,male,1957,9,,,,
Q16121419,محمد مهدي عبد الله صالح الكويتي,male,1947,9,,,,
Q16121455,محمد ناصر الحزمي,male,1965,9,,,,
Q16121474,الخضر محمد ناصر العزاني,male,1960-05-05,11,,,,
Q16121476,محمد ناصر غانم شرفات الحميري,male,1957,9,,,,
Q16121505,محمد نجيب أحمد سيف الحزمي,male,1955,9,,,,
Q16121556,محمد هاشم طاهر البطاح,male,1955,9,2021-04-22,11,,
Q16121557,Amin Ali Alakimi,male,1959,9,,,,Ameen Ali al-Akimi
Q16121563,أمين محمد هزاع الصلوي,male,1968,9,,,,
Q16121658,محمد يحيى غالب الحاوري,male,1952,9,,,,
Q16121659,أكرم عبد الله محمد عطية,male,1961,9,,,,
Q16121712,Anssaf Ali Mayo,male,1959-10-02,11,,,,
Q16121830,Oras Sultan Naji,female,1962,9,2015-02-25,11,,Oras Sultan Naji
Q16121873,ناصر عبده أحمد عرمان,male,1948,9,,,,
Q16121905,ناصر محمد علي باجيل,male,1966,9,,,,
Q16122060,محمود قائد عوض سلمان الدباسي,male,1935,9,,,,
Q16122209,مختار صادق أمين أبو راس,male,1974,9,,,,
Q16122334,Nabil sadik Ali Mohsen pasha,male,1967,9,,,,
Q16122340,Nabil Abdh Shamsan,male,,,,,,
Q16122483,علي أحمد غبري درمش,male,1962,9,,,,
Q16122492,Ali Ahmed Mohamed Al-worafi,male,1948,9,,,,
Q16122503,Ali Ahmad Nasser al-Dhahab,male,1957,9,2010-11-30,11,,Ali Ahmad Nasser al-Dhahab
Q16122607,نجيب أحمد محمد الورقي,male,1972-09-26,11,,,,
Q16122716,علي بغوي عبد الله أصلع,male,1958,9,,,,
Q16122902,أمين أحمد محمد قائد مخارش,male,1962,9,,,,
Q16122930,Ali Hassan Ahmed gillan,male,1963,9,,,,
Q16122957,علي حسين سالم المنبهي,male,1958,9,,,,
Q16122975,Ali Hussain Nasser Al-Ansi,male,1970,9,,,,
Q16123053,علي سعيد علي القشيبي,male,1949,9,,,,
Q16123080,علي شائع محمد مثنى,male,1952,9,,,,
Q16123097,نصر زيد أمين يحيى محيي الدين,male,1959,9,,,,
Q16123113,علي صالح محمد صالح قعشة,male,1964,9,,,,
Q16123164,علي عبد الله أحمد أبو حليقة,male,1952,9,,,,
Q16123188,علي عبد المعطي أحمد الجنيد,male,1951,9,,,,
Q16123201,علي عشال,male,1967,9,,,,
Q16123209,Ali Ali el-tayeb Hassan,male,1954,9,,,,
Q16123229,علي غالب عبد الله الكبودي,male,1965,9,,,,
Q16123244,علي فتيني يحيى محمد غلاب,male,1953,9,,,,
Q16123251,علي قائد سلطان الوافي,male,1959,9,,,,
Q16123303,علي محمد أحمد الخبال,male,1945,9,,,,
Q16123313,علي محمد أحمد المعمري,male,1964,9,,,,
Q16123345,Ali Mohammed Al Yazidi,male,,,,,,
Q16123351,علي محمد حسن الصعر,male,1958,9,,,,
Q16123359,علي محمد سالم عطية,male,1950,9,,,,
Q16123367,علي محمد غالب ردمان المخلافي,male,1956,9,,,,
Q16123375,علي محمد قاصره الأهدل,male,1980,9,,,,
Q16123420,علي مسعد علي زيد اللهبي,male,1965,9,,,,
Q16123488,علي ناصر عايض السمحي,male,1961,9,,,,
Q16123930,عمر صالح هندي دغسان,male,,,,,,
Q16123960,Omar Abduallah Alkorshomi,male,,,,,,
Q16123983,Omar Mohsen Abd El-Rahman Al-amoudi,male,1954-03-11,11,,,,
Q16123985,بسام علي حسن الشاطر,male,1973,9,,,,
Q16124140,شوقي القاضي,male,1962,9,,,,
Q16124146,شوقي عبد السلام شمسان,male,1961-02-01,11,,,,
Q16124249,إبراهيم أحمد صغير المزلم,male,,,,,,
Q16124471,إبراهيم شعيب محمد الفاشق,male,1975,9,,,,
Q16124550,Awadh Mohamed AL-Awlaki,male,1968-06-12,11,,,,
Q16124615,بكيل بن ناجي عبد الله الصوفي,male,1978,9,,,,
Q16124656,صادق علي عبد الله الضباب,male,1959,9,,,,
Q16124663,صادق علي يحيى أبو يابس,male,1971,9,,,,
Q16124717,عيدروس نصر ناصر النقيب,male,1955-01-22,11,,,,
Q16124759,صالح أحمد علي التام,male,1950,9,,,,
Q16124774,Saleh Ismail Mohamed abou adel,male,1955-04-05,11,,,,
Q16124821,Rabeesh Wahban al-Ali,male,1962,9,2020-09-02,11,,
Q16124826,Hashem Abdullah Hussain Al-Ahmar,male,,,,,,
Q16124928,Saleh Salem hadi Al-ameri,male,1959-05-01,11,,,,
Q16124968,Saleh Abdullah Ali Al-Sanabani,male,1957-04-03,11,2020-05-31,11,,
Q16124997,Saleh Ali Basurra,male,1952,9,2018-11-20,11,,
Q16125005,صالح علي فريد البرهمي,male,1952,9,,,,
Q16125012,صالح فريد العولقي,male,1945-01-01,11,,,,
Q16125027,هبة الله علي صغير شريم,male,1948,9,,,,
Q16125033,صالح قايد صالح الشرجي,male,1961,9,,,,
Q16125052,صالح محمد عبود باعشر,male,1952,9,,,,
Q16125102,إسحاق يحيى بلغيث القحم,male,1967,9,,,,
Q16125181,Ghālib ʻAbd al-Kāfī Qurashī,male,1947-01-01,11,,,,
Q16125291,إسماعيل عبد الرحمن محمد السماوي,male,1946,9,,,,
Q16125434,هزاع سعد مطهر المسوري,male,1973,9,,,,
Q16125465,Rashad Ahmed Al-Rasas,male,,,,,,
Q16125499,رشاد لطف حميد ناصر الشعوري,male,1963,9,,,,
Q16125841,Salah al-Chanfara,male,1970,9,,,,
Q16125936,فؤاد دحابه,male,1975,9,,,,
Q16125959,Fuad Obaid Saeed waked,male,,,,,,
Q16126424,فايز عبد الله حامس العوجري,male,1970,9,,,,
Q16126537,Fathi Tawfiq Abdulrahim,male,1970,9,,,,Fathi Tawfiq Abdulrahim
Q16126685,حزام ناجي مصلح فاضل,male,1945,9,,,,
Q16127091,مطهر عبد الله أحمد الحجري,male,1967-09-29,11,,,,
Q16127144,أسامة محمد قاسم معوضة,male,1972,9,,,,
Q16127344,Hassan Abd El-Rahman börje,male,1956,9,,,,
Q16127391,Hassan Abdh Saleh gide,male,1956,9,,,,
Q16127497,مبخوت مبارك مرعي,male,1966,9,,,,
Q16127616,Hussain Hussein Ali Al-sawadi,male,1952,9,,,,
Q16127688,Hussain Abdullah Hussain al-Ahmar,male,1976,9,,,,
Q16127765,Zaid Ahmed Mohamed Taha,male,1948-03-02,11,,,,
Q16127778,Hussein Arab,male,1947-11-22,11,,,,Hussein Arab
Q16127783,Zaid Ali Hameed El-Shami,male,1953,9,,,,
Q16127793,Zaid Mohamed Mohammed abou Ali,male,1961,9,,,,
Q16127801,زيدان علي علي زيدان دهشوش,male,1966,9,,,,
Q16127851,Moammar Al-Eryani,male,1974,9,,,,
Q16127990,Mujahid al-Qahali,male,,,,,,
Q16128087,يحيى حسن يحيى نصار,male,1935-06-11,11,,,,
Q16128115,يحيى سهيل علي سهيل الحرجوج,male,1950,9,,,,
Q16128135,Yahya Ali al-Raie,male,1953-01-01,11,,,,Yahya Ali al-Raee
Q16128140,Yahia Mohammed AlShaibi,male,1952,9,,,,
Q16128147,يحيى محمد علي المطري,male,1953,9,,,,
Q16128151,يحيى ناصر صالح الأسدي,male,1945,9,,,,
Q16128159,يحيى يحيى القاضي,male,,,,,,
Q16128181,سالم أحمد محمد عمر الجنيدي,male,1945,9,,,,
Q16128186,مفضل إسماعيل غالب الأبارة,male,1966,9,,,,
Q16128204,فيصل عبد الله هزاع الشوافي,male,1959,9,,,,
Q16128217,فيصل ناصر محمد عريج,male,1969,9,,,,
Q16128229,سالم علي سالم عبد الله البيضي,male,1951,9,,,,
Q16128235,عبد الباري عبد الله دغيش,male,1959-03-19,11,,,,
Q16128266,عبد الجبار عوض سعيد عمر,male,1942-06-06,11,,,,
Q16128274,عبد الجليل جازم القباطي,male,1955-01-29,11,2019-05-28,11,,
Q16128278,عبد الجليل ردمان أحمد قاسم,male,1942,9,,,,
Q16128285,عبد الجليل عبده ثابت,male,1944-02-21,11,,,,
Q16128299,عبد الحافظ ثابت نعمان,male,,,,,,
Q16128317,عبد الحميد أحمد علي حريز,male,,,,,,
Q16128367,عبد الحميد سيف البتراء,male,1957,9,,,,
Q16187308,Hisham Sharaf,male,1956-01-01,11,,,Heshm Sharaf - 13.jpg,Hisham Sharaf
Q16297571,جابر عبد الله غالب الوهباني,male,1960,9,,,,
Q16297574,جبران مجاهد يحيى أبو شوارب,male,1967-07-17,11,,,,
Q16297575,جعبل محمد طعيمان,male,1959,9,,,,
Q16297588,حسن سود أحمد يحيى هفج,male,1960,9,,,,
Q16297590,Hassan Ali inan,male,1959,9,,,,
Q16297593,Hussain Hussein Hussain Khamis,male,1940,9,,,,
Q16297599,Himyar Abdullah al-Ahmar,male,1970,9,,,,Himyar Abdullah al-Ahmar
Q16297602,خالد مجود طه محمد الصعدي,male,1977,9,,,,
Q16297616,زكريا سعيد محمد الزكري,male,1968,9,,,,
Q16297618,Ziyad Ali sghaier schami,male,1978,9,,,,
Q16297622,سالم منصور حيدره حسين,male,1950-01-01,11,,,,
Q16297629,سعيد مبارك محمد سعيد دومان,male,1951,9,,,,
Q16297633,سلطان أحمد السامعي,male,1960,9,,,,
Q16297637,Samir khayri redha,male,1962,9,,,,
Q16297647,Sadik Kassem Mohamed Al-baadani,male,1957,9,,,,
Q16297651,Suhayb Hamoud Khaled Al-Sufi,male,,,,,,
Q16297663,عارف أحمد علي الصبري,male,1970,9,,,,
Q16297667,عباس أحمد عبد الرحمن النهاري,male,1952,9,,,,
Q16297669,عبد الحميد علي عبده الحسني,male,1960,9,,,,
Q16297673,عبد الرزاق أحمد الهجري,male,1965,9,,,,
Q16297682,Abdullah Hassan Ahmed khayrat,male,1954,9,,,,
Q16297687,عبد الله سعد شرف النعماني,male,1964-11-24,11,,,,
Q16297689,عبد الله عبده علي أحمد اهيف,male,1966,9,2016-03-02,11,,
Q16297691,عبد الله مبخوت صالح العراقي,male,1944,9,,,,
Q16297695,عبد المعز عبد الجبار دبوان,male,1972,9,,,,
Q16297697,عبد الوهاب محمد قائد العامر,male,1964,9,,,,
Q16297699,Abdh Ali Saleh Al-awdi,male,1956,9,,,,
Q16297701,Abdh Mohamed Ali Al-hubaishi,male,1961,9,,,,
Q16297711,علي عبد ربه ضيف الله القاضي,male,1947,9,,,,
Q16297715,علي مجاهد محمد سعيد شمر,male,1970-01-01,11,,,,
Q16297717,علي هبه أحمد منصري,male,1962,9,,,,
Q16297720,عوض سالم سعيد باوزير,male,1953-03-02,11,,,,
Q16297722,Fuad Mohamed Abdelkrim Mohamed,male,1944-11-03,11,,,,
Q16297730,فيصل شايف عبد الرحمن الحبيشي,male,1958,9,,,,
Q16297733,قاسم حسين قاسم الحظاء,male,1965,9,,,,
Q16297753,محسن علي عبد الله البحر,male,1958,9,,,,
Q16297755,محمد أحمد صالح الباكري,male,1945,9,,,,
Q16297758,محمد أحمد محسن المقداد,male,1959,9,,,,
Q16297761,محمد الخادم غالب الوجيه,male,1942-02-04,11,,,,
Q16297784,محمد علي أحمد سوار,male,1948,9,,,,
Q16297787,Mohamed Ali Yahya marei,male,1946,9,,,,
Q16297795,Muhammad bin Muhammad Ahmad Sabri,male,1948,9,2016-11-25,11,,Mohammed al-Sabry
Q16297798,محمد مقبل علي الحميري,male,1959,9,,,,
Q16297803,محمد يحيى حمود الشرفي,male,1954,9,,,,
Q16297809,مذحج عبد الله بن حسين الأحمر,male,1977,9,,,,
Q16297825,Nayif Mohamed Mansour Al-himyari,male,1938,9,,,,
Q16297830,نجيب سعيد غانم الدبعي,male,1956,9,,,,
Q16297833,نعمان علي محمد صالح البرح,male,1953,9,,,,
Q16297850,Yaser Ahmed Salem Al-awadhi,male,1978-03-01,11,2021-11-15,11,,Yasser Al-Awadi
Q19673630,Mahmoud al-Subaihi,male,1956-07-22,11,,,,Mahmoud al-Subaihi
Q19689754,Riad Yassin,male,1955-06-20,11,,,,Riad Yassin
Q20047019,Ahmed Ali Salem Bahaj,male,1964-01-01,11,2015-05-23,11,,
Q20384844,Hooria Mashhour,female,1954,9,,,,Hooria Mashhour
Q20385161,Samira Khamis Obaid,female,1959,9,,,,
Q20385496,Jalal Al-Ruwishan,male,1963-02-25,11,,,,Jalal al-Rowaishan
Q20385886,Ahmed Obaid Bin Dagher,male,1952-12-02,11,,,Ahmed Obaid Bin-Dagher.jpg,Ahmed Obaid Bin Dagher
Q20385904,Jamal Abdullah Al - Sallal,male,1960-01-01,11,,,,
Q20386152,Ahmed Mohamed Luqman,male,,,,,,
Q20387779,Khaled Omar Abdullah Ba-jnid,male,,,,,,
Q20389945,Jawhara Hamoud Thabet,female,,,,,,
