position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Minister of Education,Nurul Islam Nahid,Q13058433,2009-01-06,2019-01-07,male,1945-07-05,,"Nurul Islam Nahid in New Delhi on September 09, 2011.jpg",Nurul Islam Nahid
Minister of Education,Dipu Moni,Q58264,2019-01-07,,female,1965-12-08,,Dipu Moni February 2013 (8510153398).jpg,Dipu Moni
"Minister of Environment, Forest and Climate Change",Muhammad Hasan Mahmud,Q16732958,2009-08-01,2011-11-28,male,1963-06-05,,Hasan Mahmud.jpg,Hasan Mahmud (politician)
"Minister of Environment, Forest and Climate Change",Muhammad Hasan Mahmud,Q16732958,2011-11-29,2013,male,1963-06-05,,Hasan Mahmud.jpg,Hasan Mahmud (politician)
"Minister of Environment, Forest and Climate Change",Md. Shahab Uddin,Q55694421,2019-01-07,,male,1954,,,Md. Shahab Uddin
Minister of Expatriates' Welfare and Overseas Employment,Imran Ahmad,Q28457273,2019-07-13,,male,1948,,,Imran Ahmad
Minister of Finance,Saifur Rahman,Q462068,2001-10-10,2006-10-28,male,1932-10-06,2009-09-05,"Mr. M. Saifur Rahman in New Delhi on December 6, 2004.jpg",Saifur Rahman (Bangladeshi politician)
Minister of Finance,Abul Maal Abdul Muhith,Q4670601,2009-01-06,2019-01-07,male,1934-10-06,,Finance Minister of Bangladesh Abul Maal Abdul Muhith.jpg,Abul Maal Abdul Muhith
Minister of Finance,Mustafa Kamal,Q6943274,2019-01-07,,male,1947-06-15,,,Mustafa Kamal (politician)
Minister of Fisheries and Livestock,Narayon Chandra Chanda,Q26924761,2018-01-02,2019-01-07,male,1945-03-12,,,Narayon Chandra Chanda
Minister of Fisheries and Livestock,SM Rezaul Karim,Q66141625,2020-02-13,,male,1962,,,SM Rezaul Karim
Minister of Food,Abdur Razzak,Q16057946,2009,2012-09,male,1950-02-01,,"Dr. Muhammad Abdur Razzaque in New Delhi on February 12, 2011.jpg",Mohammad Abdur Razzaque
Minister of Food,Abdur Razzak,Q16057946,2012-09,2014-01,male,1950-02-01,,"Dr. Muhammad Abdur Razzaque in New Delhi on February 12, 2011.jpg",Mohammad Abdur Razzaque
Minister of Food,Sadhan Chandra Majumder,Q52224610,2019-01-07,,male,1950-07-17,,বাবু সাধন চন্দ্র মজুমদার (cropped).jpg,Sadhan Chandra Majumder
Minister of Foreign Affairs,Morshed Khan,Q3324440,2001-11-14,2006-10-29,male,1940-08-08,,Morshed Khan.jpg,Morshed Khan
Minister of Foreign Affairs,Muhammad Hasan Mahmud,Q16732958,2009-01-08,2009-07-31,male,1963-06-05,,Hasan Mahmud.jpg,Hasan Mahmud (politician)
Minister of Foreign Affairs,Dipu Moni,Q58264,2009-01-30,2013-11-20,female,1965-12-08,,Dipu Moni February 2013 (8510153398).jpg,Dipu Moni
Minister of Foreign Affairs,Abul Hassan Mahmood Ali,Q16058009,2013-11-20,2019-01-07,male,1943-06-02,,Abul Hassan Mahmood Ali - 2018 (29993917937) (cropped).jpg,Abul Hassan Mahmood Ali
Minister of Foreign Affairs,Abul Kalam Abdul Momen,Q26923392,2019-01-07,,male,1947-08-23,,Abulkalam Abdul Momen - 2019 (47512344132) (cropped).jpg,AK Abdul Momen
Minister of Health and Family Welfare,Khandaker Mosharraf Hossain,Q6400211,2001-10-10,2006-10-27,male,1946-10-01,,Khandaker Mosharraf Hossain.jpg,Khandaker Mosharraf Hossain (BNP)
Minister of Health and Family Welfare,Zahid Maleque,Q26924748,2019-01-07,,male,1959-04-11,,Zahid Maleque.jpg,Zahid Maleque
Minister of Home Affairs,Altaf Hossain Chowdhury,Q27916183,2001-10-10,2004-03-25,male,1941-10-22,,"Altaf Hussain Chaudhary in New Delhi on November 17, 2004.jpg",Altaf Hossain Chowdhury
Minister of Home Affairs,Sahara Khatun,Q7399497,2009-01-06,2012-09-15,female,1943-03-01,2020-07-10,Ms. Sahara Khatun in New Delhi on 24 February 2012.jpg,Sahara Khatun
Minister of Home Affairs,Asaduzzaman Khan,Q26703296,2014-01-12,,male,1950,,"The Home Minister of Bangladesh, Asaduzzaman Khan.jpg",Asaduzzaman Khan
Minister of Housing and Public Works,SM Rezaul Karim,Q66141625,2019-01-07,2020-02-13,male,1962,,,SM Rezaul Karim
Minister of Industries,Nurul Majid Mahmud Humayun,Q56043363,2019-01-07,,male,1950-12-16,,,Nurul Majid Mahmud Humayun
Minister of Information and Broadcasting,Muhammad Hasan Mahmud,Q16732958,2019-01-07,,male,1963-06-05,,Hasan Mahmud.jpg,Hasan Mahmud (politician)
Minister of Land,Rezaul Karim Hira,Q7319851,2009,2014,male,1942-12-01,,,Rezaul Karim Hira
Minister of Land,Saifuzzaman Chowdhury,Q27063153,2019-01-07,,male,1969-02-18,,,Saifuzzaman Chowdhury
"Minister of Law, Justice and Parliamentary Affairs",Anisul Huq,Q24175641,2014-01-12,,male,1956-03-30,,Advocate Anisul Huq.jpg,Anisul Huq (politician)
Minister of Liberation War Affairs,AKM Mozammel Haque,Q28225262,2014-01-05,,male,1946-10-01,,AKM Mozammel Haque.jpeg,Mozammel Haque (Bangladesh Awami League politician)
"Minister of Local Government, Rural Development and Co-operatives",Md.Tajul Islam,Q55694403,2019-01-07,,male,1955-06-30,,Tajul Islam MP (cropped).jpg,Md. Tajul Islam
Minister of Planning,Mustafa Kamal,Q6943274,2014-01-12,2019-01-07,male,1947-06-15,,,Mustafa Kamal (politician)
Minister of Planning,M A Mannan,Q26924694,2019-01-07,,male,1946,,M A Mannan (2) (cropped).jpg,Muhammad Abdul Mannan
"Minister of Posts, Telecommunications and Information Technology",Sahara Khatun,Q7399497,2012-09-15,2013-11-21,female,1943-03-01,2020-07-10,Ms. Sahara Khatun in New Delhi on 24 February 2012.jpg,Sahara Khatun
"Minister of Posts, Telecommunications and Information Technology",Mustafa Jabbar,Q16136994,2019-05-19,,male,1949-08-12,,Mustafa Jabbar in Dhaka (35).jpg,Mustafa Jabbar
Minister of Railways,Mujibul Haque Mujib,Q18988788,2012-09-16,2018-10-29,male,1947-05-31,,Mujibul Haque Mujib.jpg,Mujibul Haque Mujib
Minister of Railways,Nurul Islam Sujan,Q15837138,2019-01-07,,male,1956-01-05,,,Md. Nurul Islam Sujon
Minister of Road Transport and Bridges,Obaidul Quader,Q14325293,2011-12,,male,1952-01-01,,Obaidul Quader MP.jpg,Obaidul Quader
Minister of Science and Technology,Yafes Osman,Q8046660,2009,,male,1946-05-01,,Yeafesh Osman (01113699) (9822714675) (cropped).jpg,Yeafesh Osman
Minister of Social Welfare,Nuruzzaman Ahmed,Q27063150,2019-01-07,,male,1950,,Nuruzzaman Ahmed MP.jpg,Nuruzzaman Ahmed
Minister of Textiles and Jute,Golam Dastagir Gazi,Q15732454,2019-01-07,,male,1948-08-14,,,Golam Dastagir Gazi
Speaker of Jatiyo Shangshad,Shirin Sharmin Chaudhury,Q12269600,2013-04-30,,female,1966-10-06,,Shirin Sharmin Chaudhury.JPG,Shirin Sharmin Chaudhury
Attorney General,Mahbubey Alam,Q13059317,2009-01-13,2020-09-27,male,1949-02-17,2020-09-27,Mahbube alam 2017.jpg,Mahbubey Alam
Attorney General,AM Amin Uddin,Q100166502,2020-10-08,,male,1962,,,AM Amin Uddin
Chief Justice,Latifur Rahman,Q2093148,2000-01-01,2001-02-28,male,1936-03-01,2017-06-06,,Latifur Rahman
Chief Justice,Mahmudul Amin Choudhury,Q20824325,2001-03-01,2002-06-17,male,1937-06-18,2019-12-22,,Mahmudul Amin Choudhury
Chief Justice,Mainur Reza Chowdhury,Q20824318,2002-06-18,2003-06-22,male,1938-06-23,2004-06-26,,Mainur Reza Chowdhury
Chief Justice,Khondokar Mahmud Hasan,Q20824019,2003-06-23,2004-01-26,male,1939-01-27,,,Khondokar Mahmud Hasan
Chief Justice,J. R. Mudassir Husain,Q20824696,2004-01-27,2007-02-28,male,1940-01-01,,Mudassir Husain.jpg,J. R. Mudassir Husain
Chief Justice,Md. Ruhul Amin,Q20824343,2007-03-01,2008-05-31,male,1941,,,Md. Ruhul Amin
Chief Justice,M. M. Ruhul Amin,Q20823952,2008-06-01,2009-12-22,male,1942-12-23,2017-01-17,,M. M. Ruhul Amin
Chief Justice,Md. Tafazzul Islam,Q20824342,2009-12-23,2010-02-07,male,1943-02-08,,,Md. Tafazzul Islam
Chief Justice,Mohammad Fajlul Karim,Q20824356,2010-02-08,2010-09-30,male,1943-09-30,,,Mohammad Fazlul Karim
Chief Justice,A.B.M. Khairul Haque,Q20823945,2010-10-01,2011-05-17,male,1944-05-18,,,A. B. M. Khairul Haque
Chief Justice,Md. Muzammel Hossain,Q20824341,2011-05-18,2015-01-16,male,1948-01-17,,,Md. Muzammel Hossain
Chief Justice,Surendra Kumar Sinha,Q18759051,2015-01-17,2017-11-11,male,1951-02-02,,Surendra Kumar Sinha.jpg,Surendra Kumar Sinha
Chief Justice,Md. Abdul Wahhab Miah,Q60441145,2017-11-11,2018-02-02,male,1951-11-11,,Abdul Wahhab Miah (01).jpg,Md. Abdul Wahhab Miah
Chief Justice,Syed Mahmud Hossain,Q47536204,2018-02-02,,male,1954-12-31,,,Syed Mahmud Hossain
Chief of Army Staff,Abu Belal Muhammad Shafiul Huq,Q20265428,2015-06-25,2018-06-25,male,1958-06,,"General Belal Haque, Dhaka, 2017.jpg",Belal Shafiul Huq
Chief of Army Staff,Aziz Ahmed,Q27627669,2018-06-25,2021-06-24,male,1961-01-01,,"Chief of Army Staff, Bangladesh Army, General Aziz Ahmed.JPG",Aziz Ahmed (general)
Chief of Army Staff,SM Shafiuddin Ahmed,Q66817788,2021-06-24,,male,1963-12-01,,,SM Shafiuddin Ahmed
Chief of Naval Staff,M Shaheen Iqbal,Q97685559,2020-07-25,,male,1964,,M Shaheen Iqbal in September 2021 (cropped).jpg,M Shaheen Iqbal
Chief of Air Staff,Shaikh Abdul Hannan,Q107213763,2021-06-12,,male,1963-08-01,,,Shaikh Abdul Hannan
Governor of Bangladesh Bank,Salahuddin Ahmed (governor),Q20202812,2005-05-01,2009-04-30,male,,,,Salahuddin Ahmed (economist)
Governor of Bangladesh Bank,Atiur Rahman,Q3350886,2009-05-01,2016-03-15,male,1953-12-13,,আতিউর রহমান.jpg,Atiur Rahman
Governor of Bangladesh Bank,Fazle Kabir,Q23304407,2016-03-15,,male,1955-07-04,,ফজলে কবির.jpg,Fazle Kabir
