position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the Parliament of Gibraltar,Fabian Picardo,Q2356379,2011-12-08,2015-11-26,male,1972-02-18,,05-Mayo-17 Visita Claire Moody (11) (33659896883).jpg,Fabian Picardo
Member of the Parliament of Gibraltar,Peter Caruana,Q249192,2011-12-08,2015-11-26,male,1956-10-15,,Peter Caruana 2.jpg,Peter Caruana
Member of the Parliament of Gibraltar,Joe Bossano,Q3090591,2011-12-08,2015-11-26,male,1939-06-10,,Joebossano.jpg,Joe Bossano
Member of the Parliament of Gibraltar,Neil Costa,Q3322915,2011-12-08,2015-11-26,male,,,"Minister for Business and Employment, the Honourable Neil F Costa MP.jpg",Neil Costa
Member of the Parliament of Gibraltar,Charles Bruzon,Q3322924,2011-12-08,2013-04-06,male,1938-06-10,2013-04-16,,Charles Bruzon
Member of the Parliament of Gibraltar,Samantha Sacramento,Q3322990,2011-12-08,2015-11-26,female,,,Samantha Sacramento.jpg,Samantha Sacramento
Member of the Parliament of Gibraltar,Paul Balban,Q3323197,2011-12-08,2015-11-26,male,,,,Paul Balban
Member of the Parliament of Gibraltar,Steven Linares,Q3323210,2011-12-08,2015-11-26,male,,,Steven Linares at the 2013 Gibraltar Music Festival.jpg,Steven Linares
Member of the Parliament of Gibraltar,John Cortes,Q3323220,2011-12-08,2015-11-26,male,,,Dr john cortes.jpg,John Cortes
Member of the Parliament of Gibraltar,Gilbert Licudi,Q3323259,2011-12-08,2015-11-26,male,,,"Gilbert Licudi, June 2014.jpg",Gilbert Licudi
Member of the Parliament of Gibraltar,Daniel Feetham,Q5217120,2011-12-08,2015-11-26,male,1967-05-26,,"Daniel Feetham votando en las elecciones generales de Gibraltar, 26 de noviembre de 2015.jpg",Daniel Feetham
Member of the Parliament of Gibraltar,James Netto,Q61943691,2011-12-08,2015-11-26,male,,,,
Member of the Parliament of Gibraltar,Edwin Reyes,Q61943702,2011-12-08,2015-11-26,male,,,,
Member of the Parliament of Gibraltar,Selwyn Figueras,Q61943746,2011-12-08,2015-11-26,male,,,,
Member of the Parliament of Gibraltar,Albert Isola,Q16190596,2013-07-04,2015-11-26,male,1963-09-27,,The Hon Albert Isola 2014 (cropped).jpg,Albert Isola
Member of the Parliament of Gibraltar,Joseph Garcia,Q1442437,2015-11-26,,male,1967,,Joseph Garcia portrait.jpg,Joseph Garcia (Gibraltarian politician)
Member of the Parliament of Gibraltar,Albert Isola,Q16190596,2015-11-26,,male,1963-09-27,,The Hon Albert Isola 2014 (cropped).jpg,Albert Isola
Member of the Parliament of Gibraltar,Marlene Hassan Nahon,Q16215821,2015-11-26,,female,1976,,,Marlene Hassan-Nahon
Member of the Parliament of Gibraltar,Fabian Picardo,Q2356379,2015-11-26,,male,1972-02-18,,05-Mayo-17 Visita Claire Moody (11) (33659896883).jpg,Fabian Picardo
Member of the Parliament of Gibraltar,Joe Bossano,Q3090591,2015-11-26,,male,1939-06-10,,Joebossano.jpg,Joe Bossano
Member of the Parliament of Gibraltar,Neil Costa,Q3322915,2015-11-26,,male,,,"Minister for Business and Employment, the Honourable Neil F Costa MP.jpg",Neil Costa
Member of the Parliament of Gibraltar,Samantha Sacramento,Q3322990,2015-11-26,,female,,,Samantha Sacramento.jpg,Samantha Sacramento
Member of the Parliament of Gibraltar,Paul Balban,Q3323197,2015-11-26,,male,,,,Paul Balban
Member of the Parliament of Gibraltar,Steven Linares,Q3323210,2015-11-26,,male,,,Steven Linares at the 2013 Gibraltar Music Festival.jpg,Steven Linares
Member of the Parliament of Gibraltar,John Cortes,Q3323220,2015-11-26,,male,,,Dr john cortes.jpg,John Cortes
Member of the Parliament of Gibraltar,Gilbert Licudi,Q3323259,2015-11-26,,male,,,"Gilbert Licudi, June 2014.jpg",Gilbert Licudi
Member of the Parliament of Gibraltar,Daniel Feetham,Q5217120,2015-11-26,,male,1967-05-26,,"Daniel Feetham votando en las elecciones generales de Gibraltar, 26 de noviembre de 2015.jpg",Daniel Feetham
Member of the Parliament of Gibraltar,Edwin Reyes,Q61943702,2015-11-26,,male,,,,
Member of the Parliament of Gibraltar,Elliott Phillips,Q61943726,2015-11-26,,male,,,,
Member of the Parliament of Gibraltar,Lawrence Llamas,Q61943737,2015-11-26,,male,,,,
Member of the Parliament of Gibraltar,Roy Clinton,Q61943745,2015-11-26,,male,,,,
Member of the Parliament of Gibraltar,Trevor Hammond,Q61943750,2015-11-26,,male,,,,
Member of the Gibraltar House of Assembly,Albert Isola,Q16190596,1996-05-02,2000-06-28,male,1963-09-27,,The Hon Albert Isola 2014 (cropped).jpg,Albert Isola
Member of the Gibraltar House of Assembly,Peter Caruana,Q249192,1996-05-02,2000-06-28,male,1956-10-15,,Peter Caruana 2.jpg,Peter Caruana
Member of the Gibraltar House of Assembly,Joe Bossano,Q3090591,1996-05-02,2000-06-28,male,1939-06-10,,Joebossano.jpg,Joe Bossano
Member of the Gibraltar House of Assembly,Mari Montegriffo,Q43396462,1996-05-02,2000-06-28,female,,,,Mari Montegriffo
Member of the Gibraltar House of Assembly,Ernest Britto,Q61943688,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,James Netto,Q61943691,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Joseph Baldachino,Q61943694,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Juan Perez,Q61943695,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Robert Mor,Q61943698,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Bernard Linares,Q61943700,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Hubert Corby,Q61943705,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Peter Montegriffo,Q61943719,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Joshua Gabay,Q61943732,1996-05-02,2000-06-28,male,,,,
Member of the Gibraltar House of Assembly,Joe Holliday,Q6210376,1996-05-02,2000-06-28,male,1955-12-12,,,Joe Holliday
Member of the Gibraltar House of Assembly,Keith Azopardi,Q6384005,1996-05-02,2000-06-28,male,1967-06-06,,Keith Azopardi on National Day 2011.jpg,Keith Azopardi
Member of the Gibraltar House of Assembly,Joseph Garcia,Q1442437,1999-02-04,2000-06-28,male,1967,,Joseph Garcia portrait.jpg,Joseph Garcia (Gibraltarian politician)
Member of the Gibraltar House of Assembly,Yvette Del Agua,Q13415150,2000-06-28,2003-11-28,female,1957-10-21,,,Yvette Del Agua
Member of the Gibraltar House of Assembly,Joseph Garcia,Q1442437,2000-06-28,2003-11-28,male,1967,,Joseph Garcia portrait.jpg,Joseph Garcia (Gibraltarian politician)
Member of the Gibraltar House of Assembly,Peter Caruana,Q249192,2000-06-28,2003-11-28,male,1956-10-15,,Peter Caruana 2.jpg,Peter Caruana
Member of the Gibraltar House of Assembly,Joe Bossano,Q3090591,2000-06-28,2003-11-28,male,1939-06-10,,Joebossano.jpg,Joe Bossano
Member of the Gibraltar House of Assembly,Steven Linares,Q3323210,2000-06-28,2003-11-28,male,,,Steven Linares at the 2013 Gibraltar Music Festival.jpg,Steven Linares
Member of the Gibraltar House of Assembly,Mari Montegriffo,Q43396462,2000-06-28,2003-11-28,female,,,,Mari Montegriffo
Member of the Gibraltar House of Assembly,Ernest Britto,Q61943688,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,James Netto,Q61943691,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,Joseph Baldachino,Q61943694,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,Juan Perez,Q61943695,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,Bernard Linares,Q61943700,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,Hubert Corby,Q61943705,2000-06-28,2003-11-28,male,,,,
Member of the Gibraltar House of Assembly,Joe Holliday,Q6210376,2000-06-28,2003-11-28,male,1955-12-12,,,Joe Holliday
Member of the Gibraltar House of Assembly,Keith Azopardi,Q6384005,2000-06-28,2003-11-28,male,1967-06-06,,Keith Azopardi on National Day 2011.jpg,Keith Azopardi
Member of the Gibraltar House of Assembly,Reggie Valarino,Q7308321,2000-06-28,2003-11-28,male,1941-06-09,2009-03-13,,Reggie Valarino
Member of the Gibraltar House of Assembly,Yvette Del Agua,Q13415150,2003-11-28,2007-10-11,female,1957-10-21,,,Yvette Del Agua
Member of the Gibraltar House of Assembly,Joseph Garcia,Q1442437,2003-11-28,2007-10-11,male,1967,,Joseph Garcia portrait.jpg,Joseph Garcia (Gibraltarian politician)
Member of the Gibraltar House of Assembly,Clive Beltran,Q16142559,2003-11-28,2007-10-11,male,1949-10-18,,,Clive Beltran
Member of the Gibraltar House of Assembly,Fabian Picardo,Q2356379,2003-11-28,2007-10-11,male,1972-02-18,,05-Mayo-17 Visita Claire Moody (11) (33659896883).jpg,Fabian Picardo
Member of the Gibraltar House of Assembly,Peter Caruana,Q249192,2003-11-28,2007-10-11,male,1956-10-15,,Peter Caruana 2.jpg,Peter Caruana
Member of the Gibraltar House of Assembly,Joe Bossano,Q3090591,2003-11-28,2007-10-11,male,1939-06-10,,Joebossano.jpg,Joe Bossano
Member of the Gibraltar House of Assembly,Charles Bruzon,Q3322924,2003-11-28,2007-10-11,male,1938-06-10,2013-04-16,,Charles Bruzon
Member of the Gibraltar House of Assembly,Steven Linares,Q3323210,2003-11-28,2007-10-11,male,,,Steven Linares at the 2013 Gibraltar Music Festival.jpg,Steven Linares
Member of the Gibraltar House of Assembly,Mari Montegriffo,Q43396462,2003-11-28,2007-10-11,female,,,,Mari Montegriffo
Member of the Gibraltar House of Assembly,Ernest Britto,Q61943688,2003-11-28,2007-10-11,male,,,,
Member of the Gibraltar House of Assembly,James Netto,Q61943691,2003-11-28,2007-10-11,male,,,,
Member of the Gibraltar House of Assembly,Bernard Linares,Q61943700,2003-11-28,2007-10-11,male,,,,
Member of the Gibraltar House of Assembly,Fabian Vinet,Q61943709,2003-11-28,2007-10-11,male,,,,
Member of the Gibraltar House of Assembly,Lucio Randall,Q61943739,2003-11-28,2007-10-11,male,,,,
Member of the Gibraltar House of Assembly,Joe Holliday,Q6210376,2003-11-28,2007-10-11,male,1955-12-12,,,Joe Holliday
