position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 2021– Parliament of Iceland,Halldóra Mogensen,Q31749120,2021-09-25,,female,1979-07-11,,,
Member of the 2021– Parliament of Iceland,Óli Björn Kárason,Q31749123,2021-09-25,,male,1960-08-26,,,Óli Björn Kárason
Member of the 2021– Parliament of Iceland,Þórunn Sveinbjarnardóttir,Q335921,2021-09-25,,female,1965-11-22,,"Thorunn Sveinbjarnardottir, miljominister Island under pressmote pa Nordiska radets session i Helsingfors 2008-10-28.jpg",Þórunn Sveinbjarnardóttir
Member of the 2021– Parliament of Iceland,Willum Þór Þórsson,Q3481103,2021-09-25,,male,1963-03-17,,Willum Þór Þórsson.jpg,Willum Þór Þórsson
Member of the 2021– Parliament of Iceland,Inga Sæland,Q42666551,2021-09-25,,female,1959-08-03,,,Inga Sæland
Member of the 2021– Parliament of Iceland,Oddný Guðbjörg Harðardóttir,Q437989,2021-09-25,,female,1957-04-09,,,Oddný G. Harðardóttir
Member of the 2021– Parliament of Iceland,Svandís Svavarsdóttir,Q438056,2021-09-25,,female,1964-08-24,,Islands miljominister Svandis Svavarsdottir. Nordiska radets session i Stockholm 2009.jpg,Svandís Svavarsdóttir
Member of the 2021– Parliament of Iceland,Guðmundur Ingi Guðbrandsson,Q44216756,2021-09-25,,male,1977-03-28,,,Guðmundur Ingi Guðbrandsson
Member of the 2021– Parliament of Iceland,Sigmundur Davíð Gunnlaugsson,Q463588,2021-09-25,,male,1975-03-12,,Sigmundur Davíð Gunnlaugsson (cropped).jpg,Sigmundur Davíð Gunnlaugsson
Member of the 2021– Parliament of Iceland,Katrín Jakobsdóttir,Q467464,2021-09-25,,female,1976-02-01,,Katrín Jakobsdóttir (24539871465) (cropped).jpg,Katrín Jakobsdóttir
Member of the 2021– Parliament of Iceland,Halla Signý Kristjánsdóttir,Q51536993,2021-09-25,,female,1964-05-01,,Halla Signý.jpg,Halla Signý Kristjánsdóttir
Member of the 2021– Parliament of Iceland,Bergþór Ólason,Q55768528,2021-09-25,,male,1975-09-26,,,
Member of the 2021– Parliament of Iceland,Birgir Þórarinsson,Q55768548,2021-09-25,,male,1965-06-23,,,
Member of the 2021– Parliament of Iceland,Helga Vala Helgadóttir,Q59399730,2021-09-25,,female,1972-03-14,,,Helga Vala Helgadóttir
Member of the 2021– Parliament of Iceland,Jakob Frímann Magnússon,Q6125262,2021-09-25,,male,1953-05-04,,,Jakob Frímann Magnússon
Member of the 2021– Parliament of Iceland,Vilhjálmur Árnason,Q7930191,2021-09-25,,male,1953,,,Vilhjálmur Árnason
Member of the 2021– Parliament of Iceland,Guðmundur Ingi Kristinsson,Q85970033,2021-09-25,,male,1955-07-14,,,
Member of the 2021– Parliament of Iceland,Birgir Ármannsson,Q865180,2021-09-25,,male,1968-06-12,,"Birgir Armannsson, radsformann for Vestnordisk Rad.jpg",Birgir Ármannsson
Member of the 2021– Parliament of Iceland,Bjarni Benediktsson,Q879376,2021-09-25,,male,1970-01-26,,Bjarni Benediktsson vid Nordiska Radets session i Stockholm.jpg,Bjarni Benediktsson (born 1970)
Member of the 2021– Parliament of Iceland,Þorbjörg Sigríður Gunnlaugsdóttir,Q97260119,2021-09-25,,female,1978-05-23,,,
Member of the Althing,Árni Ragnar Árnason,Q28355573,1991,2004,male,1941-08-04,2004-08-16,,
Member of the Althing,Gunnar Birgisson,Q5618946,1999,2006,male,1947-09-30,2021-06-14,,Gunnar Birgisson
Member of the Althing,Guðrún Ögmundsdóttir,Q65335472,1999,2007,female,1950-10-19,2019-12-31,,
Member of the Althing,Ásta Ragnheiður Jóhannesdóttir,Q252586,2005,2013,female,1949-10-16,,Asta R. Johannesdottir talman Althingi oppnar Nordiska radets session i Reykjavik 2010.jpg,Ásta Ragnheiður Jóhannesdóttir
Member of the Althing,Ólöf Nordal,Q293066,2007-04,2009,female,1966-12-03,2017-02-08,Ólöf Nordal.jpg,Ólöf Nordal
Member of the Althing,Þorgerður Katrín Gunnarsdóttir,Q139225,2007-05-12,,female,1965-10-04,,"Thorgerdur K. Gunnarsdottir, Islands kulturminister.jpg",Þorgerður Katrín Gunnarsdóttir
Member of the Althing,Sigurður Ingi Jóhannsson,Q201075,2009-04-25,,male,1962-04-20,,Sigurður Ingi Jóhannsson (cropped).jpg,Sigurður Ingi Jóhannsson
Member of the 2016-2017 Parliament of Iceland,Pawel Bartoszek,Q10313820,2016-10-29,2017-10-27,male,1980-09-25,,Pawel Bartoszek (2011) (cropped).jpg,Pawel Bartoszek
Member of the 2016-2017 Parliament of Iceland,Björt Ólafsdóttir,Q12395898,2016-10-29,2017-10-27,female,1983-03-02,,Björt Ólafsdóttir 25.04.17.jpg,Björt Ólafsdóttir
Member of the 2016-2017 Parliament of Iceland,Jón Þór Ólafsson,Q13370916,2016-10-29,2017-10-27,male,1977-03-13,,Jón Þór Ólafsson 2014-04-02.jpg,Jón Þór Ólafsson
Member of the 2016-2017 Parliament of Iceland,Eygló Harðardóttir,Q1385796,2016-10-29,2017-10-27,female,1972-12-12,,Eygló Harðardóttir - 60 års Nordisk Arbejdsmarked - norden.org.jpg,Eygló Harðardóttir
Member of the 2016-2017 Parliament of Iceland,Þorgerður Katrín Gunnarsdóttir,Q139225,2016-10-29,2017-10-27,female,1965-10-04,,"Thorgerdur K. Gunnarsdottir, Islands kulturminister.jpg",Þorgerður Katrín Gunnarsdóttir
Member of the 2016-2017 Parliament of Iceland,Birgitta Jónsdóttir,Q144270,2016-10-29,2017-10-27,female,1967-04-17,,"Praha, PiCe, Birgitta Jónsdóttir.jpg",Birgitta Jónsdóttir
Member of the 2016-2017 Parliament of Iceland,Rósa Björk Brynjólfsdóttir,Q14894348,2016-10-29,2017-10-27,female,1975-02-09,,,Rósa Björk Brynjólfsdóttir
Member of the 2016-2017 Parliament of Iceland,Þórunn Egilsdóttir,Q15109949,2016-10-29,2017-10-27,female,1964-11-23,2021-07-09,"Þórunn Egilsdóttir, 2016.jpg",Þórunn Egilsdóttir
Member of the 2016-2017 Parliament of Iceland,Steinunn Þóra Árnadóttir,Q15214902,2016-10-29,2017-10-27,female,1977-09-18,,,Steinunn Þóra Árnadóttir
Member of the 2016-2017 Parliament of Iceland,Guðlaugur Þór Þórðarson,Q1557735,2016-10-29,2017-10-27,male,1967-12-19,,Guðlaugur Þór Þórðarson (19-07-2021).jpg,Guðlaugur Þór Þórðarson
Member of the 2016-2017 Parliament of Iceland,Ásmundur Friðriksson,Q15622430,2016-10-29,2017-10-27,male,1956-01-21,,,Ásmundur Friðriksson
Member of the 2016-2017 Parliament of Iceland,Bjarkey Gunnarsdóttir,Q15622449,2016-10-29,2017-10-27,female,1965-02-27,,,Bjarkey Gunnarsdóttir
Member of the 2016-2017 Parliament of Iceland,Elsa Lára Arnardóttir,Q15632998,2016-10-29,2017-10-27,female,1975-12-30,,Elsa Lára Arnardóttir (30395126172).jpg,Elsa Lára Arnardóttir
Member of the 2016-2017 Parliament of Iceland,Haraldur Benediktsson,Q15730617,2016-10-29,2017-10-27,male,1966-01-23,,,
Member of the 2016-2017 Parliament of Iceland,Óttarr Proppé,Q16420871,2016-10-29,2017-10-27,male,1968-11-07,,"Óttarr Proppé, ESC2014 Meet & Greet (crop).jpg",Óttarr Proppé
Member of the 2016-2017 Parliament of Iceland,Silja Dögg Gunnarsdóttir,Q16425990,2016-10-29,2017-10-27,female,1973-12-15,,Silja Dögg.jpg,Silja Dögg Gunnarsdóttir
Member of the 2016-2017 Parliament of Iceland,Vilhjálmur Bjarnason,Q16430061,2016-10-29,2017-10-27,male,1952-04-20,,,
Member of the 2016-2017 Parliament of Iceland,Vilhjálmur Árnason,Q16430083,2016-10-29,2017-10-27,male,1983-10-29,,,
Member of the 2016-2017 Parliament of Iceland,Jón Gunnarsson,Q1715048,2016-10-29,2017-10-27,male,1956-09-21,,,Jón Gunnarsson
Member of the 2016-2017 Parliament of Iceland,Kristján Þór Júlíusson,Q1789402,2016-10-29,2017-10-27,male,1957-07-15,,Kristjan thor Juliusson (Sj.) Island.jpg,Kristján Þór Júlíusson
Member of the 2016-2017 Parliament of Iceland,Sigurður Ingi Jóhannsson,Q201075,2016-10-29,2017-10-27,male,1962-04-20,,Sigurður Ingi Jóhannsson (cropped).jpg,Sigurður Ingi Jóhannsson
Member of the 2016-2017 Parliament of Iceland,Ásta Helgadóttir,Q22236740,2016-10-29,2017-10-27,female,1990-02-05,,Ásta Guðrún Helgadóttir Portrait 02 (cropped).jpg,Ásta Guðrún Helgadóttir
Member of the 2016-2017 Parliament of Iceland,Sigríður Á. Andersen,Q23059628,2016-10-29,2017-10-27,female,1971-11-21,,Informal meeting of justice and home affairs ministers. Arrivals (Home Affairs) Sigríður Á. Andersen (35711122216) (cropped).jpg,Sigríður Á. Andersen
Member of the 2016-2017 Parliament of Iceland,Lilja Dögg Alfreðsdóttir,Q23753778,2016-10-29,2017-10-27,female,1973-10-04,,Lilja Dögg Alfreðsdóttir.jpg,Lilja Dögg Alfreðsdóttir
Member of the 2016-2017 Parliament of Iceland,Benedikt Jóhannesson,Q24884989,2016-10-29,2017-10-27,male,1955-05-04,,,Benedikt Jóhannesson
Member of the 2016-2017 Parliament of Iceland,Andrés Ingi Jónsson,Q27688679,2016-10-29,2017-10-27,male,1979-08-16,,,Andrés Ingi Jónsson
Member of the 2016-2017 Parliament of Iceland,Logi Már Einarsson,Q27901964,2016-10-29,2017-10-27,male,1964-08-21,,Logi Már Einarsson.jpg,Logi Már Einarsson
Member of the 2016-2017 Parliament of Iceland,Þórhildur Sunna Ævarsdóttir,Q27956749,2016-10-29,2017-10-27,female,1987-05-06,,,Þórhildur Sunna Ævarsdóttir
Member of the 2016-2017 Parliament of Iceland,Áslaug Arna Sigurbjörnsdóttir,Q27988721,2016-10-29,2017-10-27,female,1990-11-30,,,Áslaug Arna Sigurbjörnsdóttir
Member of the 2016-2017 Parliament of Iceland,Björn Leví Gunnarsson,Q28056970,2016-10-29,2017-10-27,male,1976-06-01,,,
Member of the 2016-2017 Parliament of Iceland,Þorsteinn Víglundsson,Q28659343,2016-10-29,2017-10-27,male,1969-11-22,,,Þorsteinn Víglundsson
Member of the 2016-2017 Parliament of Iceland,Þórdís Kolbrún R. Gylfadóttir,Q28734624,2016-10-29,2017-10-27,female,1987-11-04,,,Þórdís Kolbrún R. Gylfadóttir
Member of the 2016-2017 Parliament of Iceland,Bryndís Haraldsdóttir,Q28927547,2016-10-29,2017-10-27,female,1976-12-29,,,Bryndís Haraldsdóttir
Member of the 2016-2017 Parliament of Iceland,Nicole Leigh Mosty,Q28941997,2016-10-29,2017-10-27,female,1972-10-19,,,
Member of the 2016-2017 Parliament of Iceland,Ólöf Nordal,Q293066,2016-10-29,2017-02-08,female,1966-12-03,2017-02-08,Ólöf Nordal.jpg,Ólöf Nordal
Member of the 2016-2017 Parliament of Iceland,Einar Brynjólfsson,Q30015880,2016-10-29,2017-10-27,male,1968-10-26,,,
Member of the 2016-2017 Parliament of Iceland,Eva Pandora Baldursdóttir,Q30053077,2016-10-29,2017-10-27,female,1990-10-08,,,Eva Pandora Baldursdóttir
Member of the 2016-2017 Parliament of Iceland,Njáll Trausti Friðbertsson,Q31749109,2016-10-29,2017-10-27,male,1969-12-31,,,
Member of the 2016-2017 Parliament of Iceland,Kolbeinn Óttarsson Proppé,Q31749113,2016-10-29,2017-10-27,male,1972-12-19,,,Kolbeinn Óttarsson Proppé
Member of the 2016-2017 Parliament of Iceland,Hanna Katrín Friðriksson,Q31749114,2016-10-29,2017-10-27,female,1964-08-04,,,
Member of the 2016-2017 Parliament of Iceland,Gunnar Hrafn Jónsson,Q31749116,2016-10-29,2017-10-27,male,1981-06-13,,,
Member of the 2016-2017 Parliament of Iceland,Teitur Björn Einarsson,Q31749117,2016-10-29,2017-10-27,,1980,,,
Member of the 2016-2017 Parliament of Iceland,Halldóra Mogensen,Q31749120,2016-10-29,2017-10-27,female,1979-07-11,,,
Member of the 2016-2017 Parliament of Iceland,Jóna Sólveig Elínardóttir,Q31749121,2016-10-29,2017-10-27,female,1985,,,
Member of the 2016-2017 Parliament of Iceland,Guðjón S. Brjánsson,Q31749122,2016-10-29,2017-10-27,male,1955-03-22,,,
Member of the 2016-2017 Parliament of Iceland,Óli Björn Kárason,Q31749123,2016-10-29,2017-10-27,male,1960-08-26,,,Óli Björn Kárason
Member of the 2016-2017 Parliament of Iceland,Jón Steindór Valdimarsson,Q31749126,2016-10-29,2017-10-27,male,1958-06-27,,,
Member of the 2016-2017 Parliament of Iceland,Theodóra S. Þorsteinsdóttir,Q31749127,2016-10-29,2017-10-27,female,,,,
Member of the 2016-2017 Parliament of Iceland,Smári McCarthy,Q4269093,2016-10-29,2017-10-27,male,1984-02-07,,Smari McCarthy2012.jpg,Smári McCarthy
Member of the 2016-2017 Parliament of Iceland,Oddný Guðbjörg Harðardóttir,Q437989,2016-10-29,2017-10-27,female,1957-04-09,,,Oddný G. Harðardóttir
Member of the 2016-2017 Parliament of Iceland,Svandís Svavarsdóttir,Q438056,2016-10-29,2017-10-27,female,1964-08-24,,Islands miljominister Svandis Svavarsdottir. Nordiska radets session i Stockholm 2009.jpg,Svandís Svavarsdóttir
Member of the 2016-2017 Parliament of Iceland,Sigmundur Davíð Gunnlaugsson,Q463588,2016-10-29,2017-10-27,male,1975-03-12,,Sigmundur Davíð Gunnlaugsson (cropped).jpg,Sigmundur Davíð Gunnlaugsson
Member of the 2016-2017 Parliament of Iceland,Katrín Jakobsdóttir,Q467464,2016-10-29,2017-10-27,female,1976-02-01,,Katrín Jakobsdóttir (24539871465) (cropped).jpg,Katrín Jakobsdóttir
Member of the 2016-2017 Parliament of Iceland,Valgerður Gunnarsdóttir,Q5103475,2016-10-29,2017-10-27,female,1955-07-17,,Valgerdur Gunnarsdottir.jpg,Valgerður Gunnarsdóttir
Member of the 2016-2017 Parliament of Iceland,Steingrímur J. Sigfússon,Q511882,2016-10-29,2017-10-27,male,1955-08-04,,Steingrímur J. Sigfússon norden-1.jpg,Steingrímur J. Sigfússon
Member of the 2016-2017 Parliament of Iceland,Lilja Rafney Magnúsdóttir,Q539467,2016-10-29,2017-10-27,female,1957-06-24,,,Lilja Rafney Magnúsdóttir
Member of the 2016-2017 Parliament of Iceland,Gunnar Bragi Sveinsson,Q5618945,2016-10-29,2017-10-27,male,1968-06-09,,Gunnar Bragi Sveinsson at the Pentagon 2014.jpg,Gunnar Bragi Sveinsson
Member of the 2016-2017 Parliament of Iceland,Ari Trausti Guðmundsson,Q653949,2016-10-29,2017-10-27,male,1948-12-03,,Ari Trausti Guðmundsson.jpg,Ari Trausti Guðmundsson
Member of the 2016-2017 Parliament of Iceland,Páll Magnússon,Q7264053,2016-10-29,2017-10-27,male,1954-06-17,,,Páll Magnússon
Member of the 2016-2017 Parliament of Iceland,Birgir Ármannsson,Q865180,2016-10-29,2017-10-27,male,1968-06-12,,"Birgir Armannsson, radsformann for Vestnordisk Rad.jpg",Birgir Ármannsson
Member of the 2016-2017 Parliament of Iceland,Bjarni Benediktsson,Q879376,2016-10-29,2017-10-27,male,1970-01-26,,Bjarni Benediktsson vid Nordiska Radets session i Stockholm.jpg,Bjarni Benediktsson (born 1970)
Member of the 2016-2017 Parliament of Iceland,Unnur Brá Konráðsdóttir,Q950297,2016-10-29,2017-10-27,female,1974-04-06,,"Unnur Brá Konráðsdóttir, 2016.jpg",Unnur Brá Konráðsdóttir
Member of the 2016-2017 Parliament of Iceland,Brynjar Þór Níelsson,Q15630813,2017-02-09,2017-10-27,male,1960-09-01,,"Brynjar Níelsson, 2014-04-06.jpg",Brynjar Níelsson
Member of the 2013-2016 Parliament of Iceland,Björt Ólafsdóttir,Q12395898,2013-04-27,2016-10-29,female,1983-03-02,,Björt Ólafsdóttir 25.04.17.jpg,Björt Ólafsdóttir
Member of the 2013-2016 Parliament of Iceland,Einar Kristinn Guðfinnsson,Q1305893,2013-04-27,2016-10-29,male,1955-12-02,,Einar Gudfinnsson fd. fiskeriminister Island. 2009-01-27.jpg,Einar Kristinn Guðfinnsson
Member of the 2013-2016 Parliament of Iceland,Ragnheiður Ríkharðsdóttir,Q1328085,2013-04-27,2016-10-29,female,1949-06-23,,,Ragnheiður Ríkharðsdóttir
Member of the 2013-2016 Parliament of Iceland,Jón Þór Ólafsson,Q13370916,2013-04-27,2015-07,male,1977-03-13,,Jón Þór Ólafsson 2014-04-02.jpg,Jón Þór Ólafsson
Member of the 2013-2016 Parliament of Iceland,Helgi Hrafn Gunnarsson,Q13422896,2013-04-27,2016-10-29,male,1980-10-22,,Helgi Hrafn Gunnarsson.jpg,Helgi Hrafn Gunnarsson
Member of the 2013-2016 Parliament of Iceland,Eygló Harðardóttir,Q1385796,2013-04-27,2016-10-29,female,1972-12-12,,Eygló Harðardóttir - 60 års Nordisk Arbejdsmarked - norden.org.jpg,Eygló Harðardóttir
Member of the 2013-2016 Parliament of Iceland,Birgitta Jónsdóttir,Q144270,2013-04-27,2016-10-29,female,1967-04-17,,"Praha, PiCe, Birgitta Jónsdóttir.jpg",Birgitta Jónsdóttir
Member of the 2013-2016 Parliament of Iceland,Þórunn Egilsdóttir,Q15109949,2013-04-27,2016-10-29,female,1964-11-23,2021-07-09,"Þórunn Egilsdóttir, 2016.jpg",Þórunn Egilsdóttir
Member of the 2013-2016 Parliament of Iceland,Guðbjartur Hannesson,Q1557723,2013-04-27,2015-10-23,male,1950-06-03,2015-10-23,Gudbjartur Hannesson jamstalldhetsminister Island.jpg,Guðbjartur Hannesson
Member of the 2013-2016 Parliament of Iceland,Guðlaugur Þór Þórðarson,Q1557735,2013-04-27,2016-10-29,male,1967-12-19,,Guðlaugur Þór Þórðarson (19-07-2021).jpg,Guðlaugur Þór Þórðarson
Member of the 2013-2016 Parliament of Iceland,Guðmundur Steingrímsson,Q1557755,2013-04-27,2016-10-29,male,1972-10-28,,Gudmundur Steingrimsson 2 (cropped).jpg,Guðmundur Steingrímsson
Member of the 2013-2016 Parliament of Iceland,Ásmundur Friðriksson,Q15622430,2013-04-27,2016-10-29,male,1956-01-21,,,Ásmundur Friðriksson
Member of the 2013-2016 Parliament of Iceland,Bjarkey Gunnarsdóttir,Q15622449,2013-04-27,2016-10-29,female,1965-02-27,,,Bjarkey Gunnarsdóttir
Member of the 2013-2016 Parliament of Iceland,Brynhildur Pétursdóttir,Q15624512,2013-04-27,2016-10-29,female,1969-04-30,,,
Member of the 2013-2016 Parliament of Iceland,Brynjar Þór Níelsson,Q15630813,2013-04-27,2016-10-29,male,1960-09-01,,"Brynjar Níelsson, 2014-04-06.jpg",Brynjar Níelsson
Member of the 2013-2016 Parliament of Iceland,Elsa Lára Arnardóttir,Q15632998,2013-04-27,2016-10-29,female,1975-12-30,,Elsa Lára Arnardóttir (30395126172).jpg,Elsa Lára Arnardóttir
Member of the 2013-2016 Parliament of Iceland,Frosti Sigurjónsson,Q15644764,2013-04-27,2016-10-29,male,1962-12-19,,FrostiSigurjonsson.png,Frosti Sigurjónsson
Member of the 2013-2016 Parliament of Iceland,Haraldur Benediktsson,Q15730617,2013-04-27,2016-10-29,male,1966-01-23,,,
Member of the 2013-2016 Parliament of Iceland,Haraldur Einarsson,Q16103460,2013-04-27,2016-10-29,male,1987-09-24,,,
Member of the 2013-2016 Parliament of Iceland,Jóhanna María Sigmundsdóttir,Q16334491,2013-04-27,2016-10-29,female,1991-06-28,,,Jóhanna María Sigmundsdóttir
Member of the 2013-2016 Parliament of Iceland,Óttarr Proppé,Q16420871,2013-04-27,2016-10-29,male,1968-11-07,,"Óttarr Proppé, ESC2014 Meet & Greet (crop).jpg",Óttarr Proppé
Member of the 2013-2016 Parliament of Iceland,Líneik Anna Sævarsdóttir,Q16421281,2013-04-27,2016-10-29,female,1964-11-03,,Líneik Anna Sævarsdóttir (30213158190).jpg,Líneik Anna Sævarsdóttir
Member of the 2013-2016 Parliament of Iceland,Þorsteinn Sæmundsson,Q16421780,2013-04-27,2016-10-29,male,1935,,,
Member of the 2013-2016 Parliament of Iceland,Páll Jóhann Pálsson,Q16423821,2013-04-27,2016-10-29,male,1957-11-25,,,
Member of the 2013-2016 Parliament of Iceland,Páll Valur Björnsson,Q16423843,2013-04-27,2016-10-29,male,1962-07-09,,,
Member of the 2013-2016 Parliament of Iceland,Sigrún Magnúsdóttir,Q16425503,2013-04-27,2016-10-29,female,1944-06-15,,,Sigrún Magnúsdóttir
Member of the 2013-2016 Parliament of Iceland,Silja Dögg Gunnarsdóttir,Q16425990,2013-04-27,2016-10-29,female,1973-12-15,,Silja Dögg.jpg,Silja Dögg Gunnarsdóttir
Member of the 2013-2016 Parliament of Iceland,Karl Garðarsson,Q16430033,2013-04-27,2016-10-29,male,1960-07-02,,,
Member of the 2013-2016 Parliament of Iceland,Vilhjálmur Bjarnason,Q16430061,2013-04-27,2016-10-29,male,1952-04-20,,,
Member of the 2013-2016 Parliament of Iceland,Vilhjálmur Árnason,Q16430083,2013-04-27,2016-10-29,male,1983-10-29,,,
Member of the 2013-2016 Parliament of Iceland,Höskuldur Þórhallsson,Q1651907,2013-04-27,2016-10-29,male,1973-03-08,,,Höskuldur Þórhallsson
Member of the 2013-2016 Parliament of Iceland,Illugi Gunnarsson,Q1658872,2013-04-27,2016-10-29,male,1967-08-26,,Nordiska radets nyvalda vice president Illugi Gunnarsson.jpg,Illugi Gunnarsson
Member of the 2013-2016 Parliament of Iceland,Jón Gunnarsson,Q1715048,2013-04-27,2016-10-29,male,1956-09-21,,,Jón Gunnarsson
Member of the 2013-2016 Parliament of Iceland,Kristján Þór Júlíusson,Q1789402,2013-04-27,2016-10-29,male,1957-07-15,,Kristjan thor Juliusson (Sj.) Island.jpg,Kristján Þór Júlíusson
Member of the 2013-2016 Parliament of Iceland,Sigurður Ingi Jóhannsson,Q201075,2013-04-27,2016-10-29,male,1962-04-20,,Sigurður Ingi Jóhannsson (cropped).jpg,Sigurður Ingi Jóhannsson
